"ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_1","Eukaryota","Ctenophora","Tentaculata","Cydippida","Pleurobrachiidae","Pleurobrachia","unassigned"
"ASV_3","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","unassigned","unassigned","unassigned"
"ASV_4","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Metridinidae","Metridia","unassigned"
"ASV_5","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","unassigned"
"ASV_6","Eukaryota","unknown","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","Ensiculifera imariensis"
"ASV_7","Eukaryota","unknown","Dinophyceae","unknown","unknown","unknown","Dinophyceae sp. CCMP1878"
"ASV_8","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_9","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","unassigned"
"ASV_10","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","unassigned"
"ASV_11","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_13","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calanidae","unassigned","unassigned"
"ASV_15","Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Pandeidae","Leuckartiara","Leuckartiara octona"
"ASV_16","Eukaryota","unknown","Acantharea","unknown","unknown","unknown","Acantharian sp. 6201"
"ASV_19","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","unassigned","unassigned","unassigned"
"ASV_20","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","unassigned","unassigned"
"ASV_21","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","unassigned","unassigned"
"ASV_22","Eukaryota","unknown","Diplonemea","Diplonemea","unknown","g_","s_"
"ASV_25","Eukaryota","unknown","Haptophyta","Phaeocystales","Phaeocystaceae","Phaeocystis","unassigned"
"ASV_26","Eukaryota","Mollusca","Gastropoda","Lepetellida","Lepetodrilidae","unassigned","unassigned"
"ASV_27","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"ASV_28","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_29","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros debilis"
"ASV_30","Eukaryota","Arthropoda","Malacostraca","Decapoda","unassigned","unassigned","unassigned"
"ASV_31","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","unassigned","unassigned","unassigned"
"ASV_32","Eukaryota","Arthropoda","Hexanauplia","Calanoida","unassigned","unassigned","unassigned"
"ASV_33","Eukaryota","Ctenophora","Tentaculata","Lobata","unassigned","unassigned","unassigned"
"ASV_34","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Eirenidae","Eutonina","Eutonina indicans"
"ASV_36","Eukaryota","Arthropoda","Malacostraca","Decapoda","Polychelidae","Pentacheles","Pentacheles laevis"
"ASV_38","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","unassigned","unassigned","unassigned"
"ASV_39","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","unassigned"
"ASV_40","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium rubrum"
"ASV_41","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"ASV_42","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"ASV_43","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","unassigned"
"ASV_44","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","unassigned","unassigned"
"ASV_45","Eukaryota","Arthropoda","Hexanauplia","Calanoida","unassigned","unassigned","unassigned"
"ASV_46","Eukaryota","Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Ditylum brightwellii"
"ASV_47","Eukaryota","unknown","Diplonemea","Diplonemea","unknown","unknown","s_"
"ASV_48","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_49","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_51","Eukaryota","unknown","Diplonemea","Diplonemea","unknown","unknown","Diplonemida sp. 37 RG-2016"
"ASV_52","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros radicans"
"ASV_53","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","unassigned","unassigned","unassigned"
"ASV_54","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_57","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"ASV_58","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","unassigned","unassigned"
"ASV_59","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"ASV_60","Eukaryota","unknown","Diplonemea","Diplonemea","unknown","unknown","s_"
"ASV_63","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","unassigned","unassigned","unassigned"
"ASV_64","Eukaryota","Basidiomycota","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_65","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_66","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros brevis"
"ASV_67","Eukaryota","unknown","Diplonemea","Diplonemea","unknown","g_","s_"
"ASV_69","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Aequoreidae","Aequorea","unassigned"
"ASV_70","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Fragilariopsis","unassigned"
"ASV_72","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Hemidiscaceae","Actinocyclus","Actinocyclus curvatulus"
"ASV_73","Eukaryota","Mollusca","Bivalvia","Mytiloida","Mytilidae","Idas","Idas argenteus"
"ASV_74","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_75","Eukaryota","unknown","Dinophyceae","unknown","unknown","unknown","Dinophyceae sp. UDMS0803"
"ASV_76","Eukaryota","unknown","Dinophyceae","unknown","unknown","Spiniferites","Spiniferites ramosus"
"ASV_77","Eukaryota","unknown","Diplonemea","Diplonemea","unassigned","unassigned","unassigned"
"ASV_78","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros didymus"
"ASV_79","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","unassigned"
"ASV_80","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Asterionellopsis glacialis"
"ASV_81","Eukaryota","unknown","Bolidophyceae","Parmales","Triparmaceae","g_","s_"
"ASV_82","Eukaryota","unknown","Dinophyceae","Peridiniales","Peridiniaceae","Pentapharsodinium","unassigned"
"ASV_83","Eukaryota","unknown","Diplonemea","Diplonemea","unknown","unknown","Diplonemida sp. 1sb RG-2016"
"ASV_84","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium rubrum"
"ASV_85","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"ASV_86","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","g_","s_"
"ASV_87","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","unassigned"
"ASV_88","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_90","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_91","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_93","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"ASV_94","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_95","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"ASV_96","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_97","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_100","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"ASV_103","Eukaryota","unknown","Diplonemea","Diplonemea","unknown","g_","s_"
"ASV_104","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_105","Eukaryota","unknown","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","Ensiculifera imariensis"
"ASV_106","Eukaryota","unknown","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa rotundata"
"ASV_108","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_109","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_110","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Oithonidae","g_","s_"
"ASV_116","Eukaryota","unknown","Diplonemea","Diplonemea","unknown","g_","s_"
"ASV_118","Eukaryota","Bacillariophyta","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_119","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_120","Eukaryota","unknown","Diplonemea","Diplonemea","unassigned","unassigned","unassigned"
"ASV_121","Eukaryota","Bacillariophyta","Mediophyceae","Hemiaulales","Hemiaulaceae","Eucampia","unassigned"
"ASV_122","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"ASV_123","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_124","Eukaryota","unknown","Dinophyceae","Coccidiniales","Chytriodiniaceae","g_","s_"
"ASV_125","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"ASV_127","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Oithonidae","unknown","Oithonidae sp. DZMB624"
"ASV_128","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_129","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira concaviuscula"
"ASV_131","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","unassigned"
"ASV_132","Eukaryota","unknown","Dinophyceae","Peridiniales","unassigned","unassigned","unassigned"
"ASV_133","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","unassigned"
"ASV_134","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_135","Eukaryota","Chordata","Thaliacea","Salpida","Salpidae","Cyclosalpa","Cyclosalpa polae"
"ASV_136","Eukaryota","unknown","Polycystinea","Nassellaria","Plagiacanthidae","Lithomelissa","Lithomelissa setosa"
"ASV_137","Eukaryota","unknown","Diplonemea","Diplonemea","unknown","unknown","s_"
"ASV_138","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia heimii"
"ASV_141","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_142","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","unassigned","s_"
"ASV_143","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","g_","s_"
"ASV_145","Eukaryota","unknown","Diplonemea","Diplonemea","unassigned","unassigned","unassigned"
"ASV_146","Eukaryota","unknown","Dinophyceae","unknown","unknown","unknown","s_"
"ASV_147","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_149","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_151","Eukaryota","unknown","Diplonemea","Diplonemea","unknown","unknown","Diplonemida sp. 37 RG-2016"
"ASV_152","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia setigera"
"ASV_155","Eukaryota","unknown","Diplonemea","Diplonemea","unassigned","unassigned","unassigned"
"ASV_156","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","s_"
"ASV_157","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"ASV_158","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Hemidiscaceae","Actinocyclus","Actinocyclus curvatulus"
"ASV_159","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Akashiwo","Akashiwo sanguinea"
"ASV_161","Eukaryota","Annelida","Polychaeta","Phyllodocida","Hesionidae","unassigned","unassigned"
"ASV_162","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_163","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"ASV_164","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_165","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"ASV_166","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_167","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Kareniaceae","g_","s_"
"ASV_168","Eukaryota","Mollusca","Bivalvia","Veneroida","Vesicomyidae","Calyptogena","Calyptogena magnifica"
"ASV_169","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","unassigned","unassigned"
"ASV_170","Eukaryota","Bacillariophyta","Mediophyceae","Hemiaulales","Hemiaulaceae","Eucampia","unassigned"
"ASV_174","Eukaryota","Bacillariophyta","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_175","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_178","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_179","Eukaryota","unknown","unknown","unknown","unknown","unknown","s_"
"ASV_180","Eukaryota","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Chrysaora fuscescens"
"ASV_181","Eukaryota","unknown","Diplonemea","Diplonemea","unknown","unknown","s_"
"ASV_182","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Pleurosigmataceae","unassigned","unassigned"
"ASV_183","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Metridinidae","Metridia","unassigned"
"ASV_184","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"ASV_185","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_186","Eukaryota","Ciliophora","Spirotrichea","unassigned","unassigned","unassigned","unassigned"
"ASV_188","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros debilis"
"ASV_189","Eukaryota","unknown","Labyrinthulomycetes","unknown","Thraustochytriaceae","Oblongichytrium","unassigned"
"ASV_192","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium litoralis"
"ASV_193","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"ASV_194","Eukaryota","unknown","Choanoflagellatea","Choanoflagellata","Stephanoecidae","Calliacantha","Calliacantha natans"
"ASV_195","Eukaryota","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Minutocellus","Minutocellus polymorphus"
"ASV_196","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Corethrales","Corethraceae","Corethron","Corethron inerme"
"ASV_197","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","unassigned"
"ASV_199","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","unassigned","unassigned"
"ASV_202","Eukaryota","unknown","Polycystinea","unassigned","unassigned","unassigned","unassigned"
"ASV_203","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"ASV_204","Eukaryota","unknown","Choanoflagellatea","Choanoflagellata","Stephanoecidae","Calliacantha","Calliacantha natans"
"ASV_205","Eukaryota","unknown","Labyrinthulomycetes","unknown","Thraustochytriaceae","Aplanochytrium","Aplanochytrium kerguelense"
"ASV_207","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Leptocylindrales","Leptocylindraceae","Leptocylindrus","Leptocylindrus convexus"
"ASV_208","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_209","Eukaryota","unknown","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Adenoides","Adenoides eludens"
"ASV_210","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros sp. UNC1414"
"ASV_213","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros sp. UNC1415"
"ASV_215","Eukaryota","unknown","Choanoflagellatea","Choanoflagellata","Salpingoecidae","Bicosta","Bicosta minor"
"ASV_216","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Kareniaceae","g_","s_"
"ASV_217","Eukaryota","Cercozoa","unknown","Thaumatomonadida","Thaumatomastigidae","unassigned","s_"
"ASV_218","Eukaryota","unknown","Dinophyceae","Syndiniales","Duboscquellidae","g_","s_"
"ASV_219","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Stephanodiscaceae","Cyclotella","unassigned"
"ASV_221","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","unassigned"
"ASV_223","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_225","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"ASV_226","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_227","Eukaryota","Cryptophyta","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_228","Eukaryota","unknown","unknown","unknown","unknown","unknown","s_"
"ASV_229","Eukaryota","unknown","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","s_"
"ASV_230","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros constrictus"
"ASV_231","Eukaryota","unknown","Diplonemea","Diplonemea","unknown","g_","s_"
"ASV_234","Eukaryota","unknown","Labyrinthulomycetes","unknown","Thraustochytriaceae","Oblongichytrium","unassigned"
"ASV_236","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Heliopeltaceae","Actinoptychus","unassigned"
"ASV_237","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","g_","s_"
"ASV_238","Eukaryota","unknown","Dinophyceae","Coccidiniales","Chytriodiniaceae","Chytriodinium","s_"
"ASV_239","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","unassigned"
"ASV_240","Eukaryota","Ciliophora","Spirotrichea","unknown","Strombidiidae","g_","s_"
"ASV_242","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_246","Eukaryota","unknown","Choanoflagellatea","Choanoflagellata","Stephanoecidae","Diaphanoeca","Diaphanoeca undulata"
"ASV_248","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","g_","s_"
"ASV_249","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia australis"
"ASV_250","Eukaryota","unknown","unknown","unknown","unknown","Incisomonas","s_"
"ASV_253","Eukaryota","unknown","unknown","unknown","unknown","unknown","Uncultured marine alveolate Group II DH147-EKD6"
"ASV_254","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_255","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","unassigned","unassigned","unassigned"
"ASV_256","Eukaryota","unknown","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","Ensiculifera imariensis"
"ASV_257","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_258","Eukaryota","unknown","unknown","unknown","unknown","unknown","phototrophic eukaryote"
"ASV_259","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","unassigned"
"ASV_261","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Prayidae","Lilyopsis","unassigned"
"ASV_263","Eukaryota","unknown","Choanoflagellatea","Choanoflagellata","unknown","g_","s_"
"ASV_264","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_265","Eukaryota","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Brockmanniella","Brockmanniella brockmannii"
"ASV_266","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_269","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_270","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_272","Eukaryota","unknown","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium leonis"
"ASV_273","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_274","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"ASV_275","Eukaryota","Cercozoa","unknown","Thaumatomonadida","Thaumatomastigidae","Protaspis","s_"
"ASV_276","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Warnowiaceae","Warnowia","unassigned"
"ASV_278","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_279","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"ASV_280","Eukaryota","unknown","Dinophyceae","Syndiniales","Duboscquellidae","Duboscquella","unassigned"
"ASV_281","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","g_","s_"
"ASV_282","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_284","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","s_"
"ASV_285","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_286","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_287","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_288","Eukaryota","unknown","Choanoflagellatea","Choanoflagellata","Salpingoecidae","g_","s_"
"ASV_289","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"ASV_290","Eukaryota","Cercozoa","unknown","Thaumatomonadida","unassigned","unassigned","unassigned"
"ASV_291","Eukaryota","unknown","Dinophyceae","Peridiniales","Podolampaceae","Lessardia","Lessardia elongata"
"ASV_293","Eukaryota","Ciliophora","Spirotrichea","unassigned","unassigned","unassigned","unassigned"
"ASV_295","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"ASV_297","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"ASV_299","Eukaryota","unknown","Diplonemea","Diplonemea","unassigned","unassigned","s_"
"ASV_300","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_301","Eukaryota","unknown","Dinophyceae","Syndiniales","Duboscquellidae","Duboscquella","unassigned"
"ASV_303","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","g_","s_"
"ASV_304","Eukaryota","unknown","Diplonemea","Diplonemea","unassigned","unassigned","unassigned"
"ASV_305","Eukaryota","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Salpingella","unassigned"
"ASV_306","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_308","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_309","Eukaryota","unknown","Diplonemea","Diplonemea","unknown","g_","s_"
"ASV_310","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"ASV_311","Eukaryota","unknown","Dinophyceae","Syndiniales","Duboscquellidae","Duboscquella","unassigned"
"ASV_312","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"ASV_313","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Polykrikos","Polykrikos sp. EP-2016a"
"ASV_314","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"ASV_315","Eukaryota","Chordata","Thaliacea","Salpida","Salpidae","Salpa","unassigned"
"ASV_316","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"ASV_317","Eukaryota","Cryptophyta","unknown","Pyrenomonadales","Geminigeraceae","Teleaulax","Teleaulax amphioxeia"
"ASV_318","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"ASV_319","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","Cryothecomonas sp. APCC MC5-1Cryo"
"ASV_320","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","unassigned"
"ASV_321","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_322","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_323","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"ASV_325","Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Eimeriidae","unassigned","unassigned"
"ASV_326","Eukaryota","unknown","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","s_"
"ASV_327","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_329","Eukaryota","unknown","unknown","Telonemida","unknown","g_","s_"
"ASV_330","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_333","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros sp. UNC1416"
"ASV_335","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","unassigned","unassigned"
"ASV_336","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_339","Eukaryota","unknown","Choanoflagellatea","Choanoflagellata","Stephanoecidae","g_","s_"
"ASV_340","Eukaryota","unknown","Diplonemea","Diplonemea","unknown","unknown","s_"
"ASV_341","Eukaryota","unknown","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum triestinum"
"ASV_342","Eukaryota","Mollusca","Bivalvia","Veneroida","unassigned","unassigned","unassigned"
"ASV_343","Eukaryota","Chordata","Appendicularia","unknown","unknown","g_","s_"
"ASV_345","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_347","Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Adeleidae","g_","s_"
"ASV_348","Eukaryota","unknown","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium excentricum"
