#OTUID	KOSMOS.D1.M1BS	KOSMOS.D1.MPBS	KOSMOS.D15.M1AS	KOSMOS.D15.MPAS	KOSMOS.D24.M1A	KOSMOS.D24.MPAS	KOSMOS.D32.M1AS	KOSMOS.D32.MPAS	KOSMOS.D36.M1AS	KOSMOS.D36.MPAS	KOSMOS.D42.M1AS	KOSMOS.D42.MPAS	KOSMOS.D48.M1AS	KOSMOS.D48.MPAS	KOSMOS.D8.M1AS	KOSMOS.D8.MPAS
1ef8065ca9b21dc226efb292174f7e23$Unassigned	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Gaiellales_D_4__uncultured$1f2747fb74908eba55d2024b1968d54d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
D_3__Cytophagales_D_4__Cyclobacteriaceae$1fa13e1953422998329f382f8f606e83	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
2015e63f8f70c0e0737c15232ad9fe02$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
203d5d8238107ea9a28d61b91c7d5767$Unassigned	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
204a915569eb467e79f3f7e602cdb382$Unassigned	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2074062c8b7b36718154eca1d86b1b8e$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Sphingobacteriales_D_4__Lentimicrobiaceae$207ffa5af266d874108330e11e23c129	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
214da360d1a4ff72305646bfe09f3193$Unassigned	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21b36f4d31d0c1ee8478d2d7549f07c8$Unassigned	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
22459ce2263bf8ff5143400fba54ba5b$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
229413b520cd9aa08d643d20c5c3b923$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
$2354ea5313b3f42a31afba933ea0cf5d	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Rhizobiales_D_4__Rhizobiaceae$242be40dd62419633c7ab8c499f1cadc	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
2495612cab4bcea79d48db3ea2afd2f7$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Flavobacteriales_D_4__Cryomorphaceae$24e9d6e78e10214cf6110830569482fa	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
262640a55c3e2ba5f1af36975621371f$Unassigned	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Sneathiellales_D_4__Sneathiellaceae$26c11ce5601ef3474d1873887ad45bd7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
27a6d5d84b3eae0e986e37a7fa26f398$Unassigned	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
D_3__Verrucomicrobiales_D_4__DEV007$27c6dd2965fe97357df9c72ce8a5ccc5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$28084cadbce2baf147e56f9a50b45ee1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
2ab10b7a90ea0a490a5f35c7ea5e322d$Unassigned	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$2af96769b8201e045da728c3829c50a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
2b2532648ad55ff454cbbe79bae4486f$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$2be7f47a908e3156cf1d79a565c451e3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Synergistales_D_4__Synergistaceae$2bfe06013b339dc7eada36758bf4ded7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
2cb4b0bd1b686cb6f511cd250edde137$Unassigned	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$2d14d244885ede9707f805782d523cee	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
D_3__uncultured_D_4__uncultured_bacterium$2d2cbb01c34f28e7a045f4a116701bb7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_II$2de9ed305eab6b53d7d18a81b14a67dd	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Microtrichales_D_4__Microtrichaceae$2dfbcaa754f1e8400a2766069ab160ec	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
2e9388b93dc26c200a48d4d050f4a230$Unassigned	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$2fbd0613fcd0c9def559910bdbc7db2c	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$2fdafef0d8ca56f003d464207e6eceab	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
31cb85d07a7c37fe58300a9fd0612267$Unassigned	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
D_3__Betaproteobacteriales$32262727d0c6ac27f514c39d683ff1ab	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
D_3__Diplorickettsiales_D_4__Diplorickettsiaceae$323f197f084f5a00bbfdfa58295916b8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Ignavibacteriales_D_4__Melioribacteraceae$32de5b5df9b2e7f13c8ae932241bf8ce	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
333f89a90002ba6152f4f6ba1a314e13$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
34b81180c3de12189669a3583e7778c5$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Chitinophagaceae$3583e8543b6e1ac8c3c104232976f37a	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
35a2b642953523c89a51b6d2f9239f0c$Unassigned	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$37ad6e362427d532a9377f0be19374ec	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
380e48ccf2a46425b7ab702b2ad80c6a$Unassigned	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
39b0c995f86803e233da2b1a8a649858$39b0c995f86803e233da2b1a8a649858	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
3a0fcbbb2ad2514a25db5d124dce11c9$Unassigned	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$3a112453c518e54cfb3ea8f6eb4c1188	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$3a7eb69524b7ad62bd281b6aaad38f7c	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
D_3__Oligoflexales_D_4__Oligoflexaceae$3b8891c9dd520b1dfb59d99f02d220c3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Candidatus_Wolfebacteria$3ba94ec507ffe854f17a20fd424fcac9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
3bee766835eb7bf060379756b0c4d5a3$Unassigned	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
3c69409954db2863723832407eb6c16a$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
3d4ef642e6e8ea4013ebd69e5a9da5e8$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
3d8ca3fb7cb8169abe94f1674a8beef6$Unassigned	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
3dd9453476480ca681f90ea5200c68c7$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$3df8150217960412658cc9a08487200f	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
3e043826e2a3161298e1e0d3da4580cf$Unassigned	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
D_3__Micavibrionales_D_4__Micavibrionaceae$3eadac016fe67427b44fa70ed7f11d77	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4066e90e3c8dc131a6fe2bfe51495a21$Unassigned	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$422aaf61952901c19068a4b586b60314	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$42397c682ceaa81dc2b754c2b2ddc548	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
432d8bbe8da2878834ab6dca3c7e915b$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
$435f36f0ca8e3afce629c67c14130dcc	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$43b23ecb970940b30d287abe50c82cc9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
D_3__Candidatus_Peregrinibacteria$43fbc22292cea5888f135f1b1b9f36ca	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
4445eb391042755c80ba0c3299c407a5$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Thiomicrospirales_D_4__Thioglobaceae$44a7b0488065498a4e2c8f4eed2338b6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
D_3__PB19_D_4__metagenome$451e8d2b1cf3928414c31f95285759d7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$455300e9f2346f19bc385b6184ac512e	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
D_3__Rickettsiales_D_4__S25-593$46beb89353e4098d2e9973ff6cfa8882	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
47edee4536b830db9a480a42f4bf1a42$Unassigned	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47fb629ffab4a3f61753ac49950586be$Unassigned	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
49251ae51f194d81d318d7d959266ae0$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
D_3__Alteromonadales_D_4__Psychromonadaceae$4acd4cd045155032b71ed6d3676a3174	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Lactobacillales_D_4__Streptococcaceae$4b0d7312f6c6441b06c78ebe7dde8db7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Bacteroidales_D_4__Bacteroidetes_BD2-2$4b982e7b8625ecee5e45d2513116e54d	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Oceanospirillales_D_4__Saccharospirillaceae$4bd24bf6b59fd83e9cbfef481c459837	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
4c06324b2ee811b7b937b3332924e1d7$Unassigned	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$4d5ba12bac586ccdf65c0b00395bdcbd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Clostridiales_D_4__Family_XIII$4dce47e9d4450cdf55bb458d75326b93	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
4ee88fb8f7c1db3701b9fbffb3670ea5$Unassigned	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4fc087e369794211e4aba46b8a69bc76$Unassigned	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Anaerolineales_D_4__Anaerolineaceae$508901fc03aedf50cf20fb34e1f6044f	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Caulobacterales_D_4__Parvularculaceae$513876da9015e823aa1c2fb8970106de	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$519d516272793e80a928ce9ce325b773	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Candidatus_Magasanikbacteria$523b4358f9ad0c7ddd92a51b91599c07	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$524bb36522186673f775e6fe1ca2828d	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
5271cec0285b73550a70d7c0d689a7d1$Unassigned	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$5296cdc9ebe23455ff5a68136a56c845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__PB19$53a7c6f1c65a7394cbb0761945c9614a	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$54a3884b27afdb52183afac1b242ef6e	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Vibrionales_D_4__Vibrionaceae$55535456722b2a2fdeae6a75b40f1ff8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
555fb01cc759cfacae9fb83f1416e8b9$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Steroidobacterales_D_4__Woeseiaceae$55f1c4642eb9c9b57eb613fdc0b2f3a9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
574e8751f1772d253f8cdb8c3a4c1e7b$Unassigned	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
575811bb9d6ec55c722edf6bc9bbe289$Unassigned	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57a6807ceb3cc30f2a84d1565101adc1$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Actinomarinales_D_4__Actinomarinaceae$57f813020ce23d82441183f8fec2ffc3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
D_3__Spirochaetales_D_4__Spirochaetaceae$583b818c2d2f4bdbf4a9d8b688e1b7a7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Alteromonadales_D_4__Pseudoalteromonadaceae$583ebf9b0655405647afd3be5585d0eb	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Corynebacteriales_D_4__Nocardiaceae$586c9ce15a9431859c930a10bbe204f4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
5a6af324f77c7bd43e93e3a0032e3f5b$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
5b6e300c6a6ccf33bd2b24bd08160fad$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Azospirillales_D_4__uncultured$5b8c6cfa441a128a11c911c88de84dff	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
5bc476d3e6ae6b06fd5359e7cc6274d0$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
5bd2f4c97a4cd4136717bba32c3bbf13$Unassigned	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5bf554821675411719168925102a4a2b$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$5ca599565229e4716741143af897c3b6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$5ef841ca26c9dc7bc701b0da07f9297e	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
5fdb6176f9d2bc790b75b4173c4ec844$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
60084052261a5cdda277ee56688aaddb$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
D_3__Caldilineales_D_4__Caldilineaceae$601ee06e4797c83f4e8a9fb711e7157b	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
602a12849e492869d29bf0c299caba13$Unassigned	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
602d6e6a367e9e4922b24ca0b5bdb289$Unassigned	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
6043652a8af0c0580f76eb110d570a5d$Unassigned	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Desulfarculales_D_4__Desulfarculaceae$608543f31cdc629a7204ad3e76ced72c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
60d2333001d20f5b3bb32e1b7300a1eb$Unassigned	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Desulfuromonadales_D_4__Sva1033$619b6f18050cb4aa3aa390b48d985598	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__OM182_clade_D_4__uncultured_gamma_proteobacterium$61aa95af252c0684e8717f6f5de76ba8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Campylobacterales_D_4__Arcobacteraceae$61d5cd40c792f95053177b82e9709f1a	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$6250cd1b23584a7c872c9e8034424126	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
62bee68b99ed0acae72592c3b6e2fd03$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$62d5f854fd1ff66a2f2bdcaed82088d2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Fusobacteriales_D_4__Fusobacteriaceae$63ae98c2d5511aaa35a20f05b26ec84f	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
640bf2f5aa2077ec9e3c8ff13d921caf$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
64553e1c565f12b19ce56a2e87e59553$Unassigned	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Sphingomonadales_D_4__Sphingomonadaceae$6499a91c05e22d8e3bc01771035e4c23	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$64ce61808ab3af3fdeae51b2f69f3682	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
6584c705221a000a77c4e2f5a5506e82$Unassigned	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
66856b6d14acc24ebbfef9ed78f5b282$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
67503dddcc56cb560cc9fe9063a28e18$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$675baf1b82b3bca2dfb62e6e558c0c9e	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
676dd5667ed42b73f70e28998a67bc96$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Saccharimonadales$67995c1e4b528a0535e41730281238c0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
67a4a45391d32152e27690985cb435f8$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__PB19_D_4__uncultured_delta_proteobacterium$67daf0d0558af7ab9d2507a106d392c3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$68b8fa846976482d1cc524691bed5c3a	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
$69bf5472dada9965aeca540f7aca4adc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Caulobacterales_D_4__Hyphomonadaceae$69c18e0b44274289dcca1dd27479f43d	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Marinifilaceae$6a00aa72d2f39dd55a830272ff8452e0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
$6bc2be34b6eff18d87962b6e6a6344d1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Nitrospinales_D_4__Nitrospinaceae$6d05eed0bfb5e9980dec0526416804c2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
6d558abee505ee53cf9285711f1647b9$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$6e9f4dd3d54af71cce72dc7953b1bf7e	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__uncultured$708ce57aa7c8baef5278c8be4104a8da	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$709ce5a6380d0ebf4436ba3969068bd8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Marinifilaceae$70fe44366ffd4e7947e548733d8fc80b	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
718ee0c0452dc646faa698073ef156f0$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Rhizobiales_D_4__Rhodobiaceae$71afebc3598bf3563d139b7a3fcc1140	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$71cf4c88fedf28fb85044a3a22fbdee0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
71eabc4408fc0f9afffe4c9314c19a59$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
727144d79ed8217f684623fb166c52be$Unassigned	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__SAR86_clade$72cb38f2cb98e04f984e136f520cd8a0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7326fedca3dc30d733e73c35780ac9af$Unassigned	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$732aa8564f623931e8e17843ad3f96bf	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73a925cc2442b9a839fde5dcd17c5ed3$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Actinomarinales_D_4__uncultured$7488e917a79c0f720796dbb0eeb61cbf	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
74a848abcc4db0747a16f34dbf24b4d2$Unassigned	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Lentisphaerales_D_4__Lentisphaeraceae$75ab4b8ef12c2b8ee4f111e69d8c4d90	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Thiomicrospirales_D_4__Thioglobaceae$75d2812020a18a78439714626f50685c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Caulobacterales_D_4__Hyphomonadaceae$765309876a9eafc62e213652e90d8e5d	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$769f34900f98789aad638c3f39099c0b	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
776d61c216626c7030f12034df1ac558$Unassigned	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
777d9dfc56c54719b8f1b109f3efbb56$Unassigned	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
D_3__Deltaproteobacteria_Incertae_Sedis_D_4__Unknown_Family$778056243184fe4168bad9453ead7803	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
77ed3f32e36ea510f7a6929366323379$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
$780bc2786a61a3c3ee9bb08aec4a4d20	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
781c592ab5842fc9b4a45193392eca73$Unassigned	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$782e09d5deaa275fc64b3d23adbfbf31	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$790bece724476995ab233e701e01ed58	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Lentisphaerales_D_4__Lentisphaeraceae$791e51dcac2934609a2898b6be2ceaa0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$7989bbd98c0646e0e85ffa6564f98eb6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Oceanospirillales_D_4__Pseudohongiellaceae$799c173916160c5ccfedea6a39a7ebd6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
D_3__Clostridiales_D_4__Gracilibacteraceae$7ae5f767c0eb8af9b54277fafde7eaab	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$7b3f32e6e870dc11670155d67d92d9da	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
7c73672a830a0f1f7be1910b0f87f8b8$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Clostridiales_D_4__Clostridiaceae$7c7a36371bf50812e7b3a033e134d501	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
7e08312ed03e2167940fbe1e0131aee4$Unassigned	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
7e4f03942c27ca0d0b9eafcf0ed45311$Unassigned	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
7e8bc126fb22a696ed9ef3b8009d5754$Unassigned	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Caulobacterales_D_4__Hyphomonadaceae$7ea4c77b018093fdbb4ba8fea7c1064e	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Rhodospirillales_D_4__Magnetospiraceae$7ff776855a30b8975d0b64a73233f43e	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
80234532ae8820b4bbdf296cf44b23a9$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
803ab94ed691a07cdf1c01d1ed74c5a1$Unassigned	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
D_3__Campylobacterales_D_4__Sulfurovaceae$8072196d0dd7b39f879ca3812c31ad73	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
80ced72b724811b1bdba4374e3811d3e$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$81033a3485992f684442998243898109	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Opitutales$8142fbccd5fe855ce7762c211f9af48b	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Marinilabiliaceae$81afde2dad4b9c4994811a0a52acccd3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81cd206ffc65dd272bf7d14c0f429466$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Thermoanaerobaculales_D_4__Thermoanaerobaculaceae$822911a450d12c68349d50b9d6fe4a96	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
828ad071fef1349512d72e5301ecc35b$Unassigned	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Clostridiales_D_4__Family_XII$828b2eac3e4bb66191775f49cf6f4572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
82db9f6bbeed179d3b5ca332e729f125$Unassigned	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
