#OTUID	KOSMOSD15_M1AS_TT	KOSMOSD15_MPAS_TT	KOSMOSD1_M1BS_TT	KOSMOSD1_MPBS_TT	KOSMOSD24_M1AS_TT	KOSMOSD24_MPAS_TT	KOSMOSD32_M1AS_TT	KOSMOSD32_MPAS_TT	KOSMOSD36_M1AS_TT	KOSMOSD36_MPAS_TT	KOSMOSD42_M1AS_TT	KOSMOSD42_MPAS_TT	KOSMOSD48_M1AS_TT	KOSMOSD48_MPAS_TT	KOSMOSD8_M1AS_TT	KOSMOSD8_MPAS_TT
ASV_28494	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0
ASV_28495	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0
ASV_28496	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_28497	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0
ASV_28498	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_28499	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV_28500	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28501	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28502	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28503	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0
ASV_28541	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28548	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28550	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28551	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28552	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_28554	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
ASV_28555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV_28556	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_28557	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_28558	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
ASV_28559	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0
ASV_28560	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0
ASV_28561	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0
ASV_28562	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_28563	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV_28564	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV_28565	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
ASV_28566	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
ASV_28567	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_28568	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_28569	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0
ASV_28570	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
ASV_28571	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV_28572	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV_28573	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_28574	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV_28575	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28576	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV_28653	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28656	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28657	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28658	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28659	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28660	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_28666	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ASV_28667	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ASV_28668	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
ASV_28669	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
ASV_28670	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_28671	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV_28672	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV_28673	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV_28674	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
ASV_28675	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
ASV_28676	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_28677	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
ASV_28678	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
ASV_28679	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
ASV_28680	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
ASV_28681	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_28682	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_28683	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_28684	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_28685	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_28686	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_28687	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_28688	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_28689	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_28690	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_28691	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV_28692	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV_28693	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV_28694	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28695	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28696	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV_28748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV_28749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV_28767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_28803	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28809	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28810	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28811	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28812	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28813	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28814	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28821	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_28822	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_28823	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_28824	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_28825	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ASV_28826	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_28827	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_28828	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_28829	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_28830	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_28831	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_28832	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_28833	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_28834	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_28835	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_28836	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_28837	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_28838	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_28839	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_28840	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_28841	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_28842	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_28843	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_28844	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_28845	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_28846	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_28847	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_28848	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_28849	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_28850	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_28851	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_28852	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_28853	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_28854	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ASV_28855	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_28856	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_28857	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_28858	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_28859	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_28860	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_28861	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28862	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28863	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28864	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28865	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28866	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28867	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28868	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_28922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_28923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_28949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
