sampling.day,mesocosm,value,parameter
20,2,8.240702951,DON
22,2,7.670558025,DON
24,2,7.728733278,DON
26,2,7.573034053,DON
30,2,7.134545928,DON
32,2,6.527862745,DON
34,2,5.92660393,DON
36,2,6.728311362,DON
38,2,8.049321457,DON
40,2,6.491650922,DON
42,2,8.649175481,DON
44,2,7.551617647,DON
46,2,8.772823529,DON
48,2,10.20947105,DON
1,3,11.10182924,DON
2,3,9.622442846,DON
3,3,10.0417853,DON
4,3,10.41975647,DON
6,3,10.78156863,DON
8,3,8.451509804,DON
10,3,11.48385335,DON
12,3,10.32234349,DON
13,3,7.264421371,DON
14,3,8.593740278,DON
15,3,8.953791185,DON
16,3,9.313328211,DON
17,3,9.808481935,DON
18,3,8.986432169,DON
20,3,10.25493091,DON
22,3,9.604627768,DON
24,3,8.000445621,DON
26,3,6.954905989,DON
30,3,7.933048445,DON
32,3,7.817993087,DON
34,3,7.127840636,DON
36,3,7.98096427,DON
38,3,7.775621746,DON
40,3,8.087432101,DON
42,3,8.774985247,DON
44,3,9.239529412,DON
46,3,10.94094118,DON
48,3,10.01725027,DON
1,4,10.84174238,DON
2,4,11.31023728,DON
3,4,11.89999836,DON
4,4,10.5653777,DON
6,4,11.19003922,DON
8,4,10.05221569,DON
10,4,12.59452658,DON
12,4,11.42453769,DON
13,4,8.705900643,DON
14,4,10.87944129,DON
15,4,9.938355564,DON
16,4,9.953652326,DON
17,4,9.820044449,DON
18,4,8.399818547,DON
20,4,8.384068679,DON
22,4,9.666585739,DON
24,4,9.102060945,DON
26,4,8.072102075,DON
30,4,7.946962172,DON
32,4,8.265452017,DON
34,4,8.381072591,DON
36,4,7.695661539,DON
38,4,8.562338415,DON
40,4,6.82309566,DON
42,4,7.912178572,DON
44,4,7.889117647,DON
46,4,9.484588235,DON
48,4,9.814650911,DON
1,5,10.60929665,DON
2,5,8.267751448,DON
3,5,10.00305824,DON
4,5,9.316840969,DON
6,5,9.903862745,DON
8,5,8.819039216,DON
10,5,10.34471402,DON
12,5,10.56615835,DON
13,5,7.599797984,DON
14,5,9.426911306,DON
15,5,8.224420676,DON
16,5,8.448604973,DON
17,5,8.295485357,DON
18,5,8.541156794,DON
20,5,7.773744996,DON
22,5,6.787611917,DON
24,5,6.581938045,DON
26,5,6.402763598,DON
30,5,7.01994205,DON
32,5,6.670124823,DON
34,5,7.477624758,DON
36,5,6.648253944,DON
38,5,7.61546371,DON
40,5,8.091639172,DON
42,5,9.173828979,DON
44,5,8.588205882,DON
46,5,10.91664706,DON
48,5,10.71749665,DON
1,6,10.82444529,DON
2,6,8.688157038,DON
3,6,9.568742058,DON
4,6,9.779647151,DON
6,6,10.1655098,DON
8,6,9.467509804,DON
10,6,10.54482656,DON
12,6,10.09386905,DON
13,6,8.127140637,DON
14,6,8.676360637,DON
15,6,8.393048389,DON
16,6,10.05564572,DON
17,6,9.293920432,DON
18,6,9.107315844,DON
20,6,7.985520332,DON
22,6,7.130083421,DON
24,6,6.674652856,DON
26,6,6.42021645,DON
30,6,6.009475067,DON
32,6,5.754113937,DON
34,6,6.132211105,DON
36,6,7.157454364,DON
38,6,7.620121354,DON
40,6,8.436829745,DON
42,6,10.7163669,DON
44,6,8.872911765,DON
46,6,8.347264706,DON
48,6,11.1346451,DON
1,7,10.73638995,DON
2,7,8.047269868,DON
3,7,9.988634264,DON
4,7,8.498306814,DON
6,7,8.857568627,DON
8,7,8.420156863,DON
10,7,10.23973905,DON
12,7,9.899343399,DON
13,7,7.143668761,DON
14,7,8.267809109,DON
15,7,8.985441126,DON
16,7,9.04657785,DON
17,7,8.940799419,DON
18,7,8.395709018,DON
20,7,9.5069005,DON
22,7,7.47076409,DON
24,7,7.304437691,DON
26,7,6.566659569,DON
30,7,6.229426519,DON
32,7,7.042868168,DON
34,7,7.949012478,DON
36,7,7.12119708,DON
38,7,8.298433241,DON
40,7,6.903009219,DON
42,7,10.26025738,DON
44,7,9.743911765,DON
46,7,12.16291176,DON
48,7,11.80939791,DON
1,8,10.88460472,DON
2,8,7.754220076,DON
3,8,9.230588424,DON
4,8,3.863313725,DON
6,8,9.43327451,DON
8,8,10.65221569,DON
10,8,12.33467975,DON
12,8,11.35126898,DON
13,8,3.984509203,DON
14,8,7.738695329,DON
15,8,9.169715823,DON
16,8,8.229617543,DON
17,8,8.337178023,DON
18,8,8.61633119,DON
20,8,7.809278489,DON
22,8,7.673384505,DON
24,8,7.322095833,DON
26,8,6.67403147,DON
30,8,7.354779921,DON
32,8,5.895326686,DON
34,8,6.905695411,DON
36,8,6.998314086,DON
38,8,7.349468208,DON
40,8,7.673003608,DON
42,8,5.848967849,DON
44,8,9.793676471,DON
46,8,11.68879412,DON
48,8,10.94233447,DON
1,10,11.08692157,DON
4,10,12.7585098,DON
6,10,8.952156863,DON
8,10,7.335568627,DON
10,10,10.75692157,DON
12,10,11.34833333,DON
13,10,9.022862745,DON
14,10,9.50745098,DON
15,10,8.779333333,DON
16,10,12.33186275,DON
17,10,9.996333333,DON
18,10,12.6175098,DON
22,10,13.59086275,DON
26,10,11.46394118,DON
30,10,6.56272549,DON
34,10,6.361362745,DON
38,10,4.915303922,DON
42,10,6.322117647,DON
44,10,2.769235294,DON
46,10,5.078911765,DON
48,10,5.381490196,DON
1,1,0.56854902,DOP
2,1,0.510421147,DOP
3,1,0.641235249,DOP
4,1,0.583167431,DOP
6,1,0.323444926,DOP
8,1,0.252153382,DOP
10,1,0.333775377,DOP
12,1,0.167865985,DOP
13,1,0.384147482,DOP
14,1,0.35147759,DOP
15,1,0.475995236,DOP
16,1,0.457280344,DOP
17,1,0.473725614,DOP
18,1,0.280882353,DOP
20,1,0.461552262,DOP
22,1,0.353823529,DOP
24,1,0.43690367,DOP
26,1,0.543294118,DOP
30,1,0.398676471,DOP
32,1,0.207762105,DOP
34,1,0.416764706,DOP
36,1,0.418877219,DOP
38,1,0.493798866,DOP
40,1,0.294866892,DOP
42,1,0.320303922,DOP
44,1,0.457392157,DOP
46,1,0.544833333,DOP
48,1,0.571264706,DOP
1,2,0.45472549,DOP
2,2,0.468474674,DOP
3,2,0.520456435,DOP
4,2,0.608272374,DOP
6,2,0.322737177,DOP
8,2,0.188412473,DOP
10,2,0.338055765,DOP
12,2,0.233083666,DOP
13,2,0.242224866,DOP
14,2,0.409544997,DOP
15,2,0.472338556,DOP
16,2,0.510389199,DOP
17,2,0.466780942,DOP
18,2,0.256882353,DOP
20,2,0.541941187,DOP
22,2,0.363941176,DOP
24,2,0.451344749,DOP
26,2,0.501470588,DOP
30,2,0.424916599,DOP
32,2,0.198059245,DOP
34,2,0.302470588,DOP
36,2,0.433644546,DOP
38,2,0.481540005,DOP
40,2,0.326189159,DOP
42,2,0.432598039,DOP
44,2,0.47277451,DOP
46,2,0.490362745,DOP
48,2,0.599735294,DOP
1,3,0.606490196,DOP
2,3,0.534282685,DOP
3,3,0.679026377,DOP
4,3,0.569444461,DOP
6,3,0.411984238,DOP
8,3,0.164280857,DOP
10,3,0.332775031,DOP
12,3,0.206364775,DOP
13,3,0.290184088,DOP
14,3,0.376565714,DOP
15,3,0.422401373,DOP
16,3,0.470101308,DOP
17,3,0.389210152,DOP
18,3,0.314647059,DOP
20,3,0.57101309,DOP
22,3,0.352588235,DOP
24,3,0.4028206,DOP
26,3,0.406058824,DOP
30,3,0.471904583,DOP
32,3,0.270074616,DOP
34,3,0.361088235,DOP
36,3,0.456425987,DOP
38,3,0.483324993,DOP
40,3,0.268260059,DOP
42,3,0.380215686,DOP
44,3,0.471892157,DOP
46,3,0.465509804,DOP
48,3,0.698794118,DOP
1,4,0.636607843,DOP
2,4,0.565357792,DOP
3,4,0.756467044,DOP
4,4,0.643450985,DOP
6,4,0.379837248,DOP
8,4,0.167633086,DOP
10,4,0.388461553,DOP
12,4,0.263945228,DOP
13,4,0.356807471,DOP
14,4,0.476558747,DOP
15,4,0.439740265,DOP
16,4,0.479447422,DOP
17,4,0.426204251,DOP
18,4,0.278882353,DOP
20,4,0.410840235,DOP
22,4,0.341235294,DOP
24,4,0.416522672,DOP
26,4,0.501176471,DOP
30,4,0.408027127,DOP
32,4,0.234316218,DOP
34,4,0.380823529,DOP
36,4,0.342266222,DOP
38,4,0.448176805,DOP
40,4,0.283196866,DOP
42,4,0.303627451,DOP
44,4,0.562245098,DOP
46,4,0.389245098,DOP
48,4,0.653970588,DOP
1,5,0.545960784,DOP
2,5,0.49000912,DOP
3,5,0.624231397,DOP
4,5,0.593813834,DOP
6,5,0.384915008,DOP
8,5,0.249031655,DOP
10,5,0.327782212,DOP
12,5,0.221011527,DOP
13,5,0.355197262,DOP
14,5,0.421211284,DOP
15,5,0.448680764,DOP
16,5,0.475596898,DOP
17,5,0.349058824,DOP
18,5,0.381705882,DOP
20,5,0.538259138,DOP
22,5,0.286823529,DOP
24,5,0.356150159,DOP
26,5,0.328,DOP
30,5,0.370052941,DOP
32,5,0.139941432,DOP
34,5,0.388352941,DOP
36,5,0.351651086,DOP
38,5,0.39705615,DOP
40,5,0.45367306,DOP
42,5,0.434803922,DOP
44,5,0.457186275,DOP
46,5,0.588245098,DOP
1,6,0.573078431,DOP
2,6,0.480440055,DOP
3,6,0.636410436,DOP
4,6,0.589215001,DOP
6,6,0.426450299,DOP
8,6,0.223967828,DOP
10,6,0.296256339,DOP
12,6,0.145395441,DOP
13,6,0.343010093,DOP
14,6,0.39582777,DOP
15,6,0.39156259,DOP
16,6,0.540863843,DOP
17,6,0.426311725,DOP
18,6,0.351235294,DOP
20,6,0.427187785,DOP
22,6,0.327058824,DOP
24,6,0.397141985,DOP
26,6,0.467117647,DOP
30,6,0.464029412,DOP
32,6,0.325943879,DOP
34,6,0.295117647,DOP
36,6,0.368031024,DOP
38,6,0.435223847,DOP
40,6,0.483906935,DOP
42,6,0.441509804,DOP
44,6,0.468627451,DOP
46,6,0.412333333,DOP
48,6,0.563,DOP
1,7,0.51754902,DOP
2,7,0.424491452,DOP
3,7,0.61990115,DOP
4,7,0.480196722,DOP
6,7,0.40332646,DOP
8,7,0.183853172,DOP
10,7,0.350529022,DOP
12,7,0.205875779,DOP
13,7,0.370689794,DOP
14,7,0.432226161,DOP
15,7,0.429247324,DOP
16,7,0.5260883,DOP
17,7,0.502279511,DOP
18,7,0.331058824,DOP
20,7,0.608453992,DOP
22,7,0.374705882,DOP
24,7,0.503723674,DOP
26,7,0.446647059,DOP
30,7,0.456176471,DOP
32,7,0.167615634,DOP
34,7,0.441647059,DOP
36,7,0.416999439,DOP
38,7,0.496539138,DOP
40,7,0.282691713,DOP
42,7,0.472715686,DOP
44,7,0.473745098,DOP
46,7,0.543215686,DOP
48,7,0.653970588,DOP
1,8,0.576490196,DOP
2,8,0.409910066,DOP
3,8,0.661562561,DOP
4,8,0.423344506,DOP
6,8,0.424461449,DOP
8,8,0.207829534,DOP
10,8,0.305449699,DOP
12,8,0.228702652,DOP
13,8,0.2221148,DOP
14,8,0.36088588,DOP
15,8,0.478707197,DOP
16,8,0.458038897,DOP
17,8,0.465773443,DOP
18,8,0.365588235,DOP
20,8,0.45606691,DOP
22,8,0.382294118,DOP
24,8,0.433375325,DOP
26,8,0.331823529,DOP
30,8,0.356470588,DOP
32,8,0.184405681,DOP
34,8,0.345029412,DOP
36,8,0.359471416,DOP
38,8,0.419718622,DOP
40,8,0.37521972,DOP
42,8,0.230392157,DOP
44,8,0.55845098,DOP
46,8,0.549156863,DOP
48,8,0.674147059,DOP
1,10,0.524372549,DOP
4,10,0.322078431,DOP
6,10,0.115137255,DOP
8,10,-0.00827451,DOP
10,10,0.053490196,DOP
12,10,-0.079509804,DOP
13,10,0.448117647,DOP
14,10,0.339882353,DOP
15,10,0.318470588,DOP
16,10,0.425117647,DOP
17,10,0.348294118,DOP
18,10,0.386176471,DOP
22,10,0.385941176,DOP
26,10,0.287705882,DOP
30,10,0.771088235,DOP
34,10,0.160294118,DOP
38,10,0.098147059,DOP
42,10,0.102333333,DOP
44,10,0.08045098,DOP
46,10,0.216303922,DOP
48,10,0.276470588,DOP
1,1,17.76842869,DON_DOP
2,1,18.58436975,DON_DOP
3,1,14.82853374,DON_DOP
4,1,16.85847396,DON_DOP
6,1,30.59798324,DON_DOP
8,1,43.51918548,DON_DOP
10,1,31.7686017,DON_DOP
12,1,60.58060542,DON_DOP
13,1,22.33343524,DON_DOP
14,1,25.62388807,DON_DOP
15,1,19.05869816,DON_DOP
16,1,20.25110227,DON_DOP
17,1,19.85185309,DON_DOP
18,1,27.77210777,DON_DOP
20,1,16.69521525,DON_DOP
22,1,21.64621087,DON_DOP
24,1,18.44767759,DON_DOP
26,1,12.17742493,DON_DOP
30,1,19.23159989,DON_DOP
32,1,32.5798718,DON_DOP
34,1,19.3422802,DON_DOP
36,1,17.82062519,DON_DOP
38,1,17.63961712,DON_DOP
40,1,24.4561097,DON_DOP
42,1,25.41968282,DON_DOP
44,1,17.31137737,DON_DOP
46,1,18.49270331,DON_DOP
48,1,18.93797141,DON_DOP
1,2,25.26019793,DON_DOP
2,2,18.21159122,DON_DOP
3,2,17.37216939,DON_DOP
4,2,18.61624099,DON_DOP
6,2,27.74843315,DON_DOP
8,2,49.60976251,DON_DOP
10,2,30.12912174,DON_DOP
12,2,42.04461946,DON_DOP
13,2,17.11281327,DON_DOP
14,2,21.44396045,DON_DOP
15,2,19.00761364,DON_DOP
16,2,18.09653746,DON_DOP
17,2,19.5717165,DON_DOP
18,2,35.62070082,DON_DOP
20,2,15.205899,DON_DOP
22,2,21.07636764,DON_DOP
24,2,17.12379128,DON_DOP
26,2,15.10165149,DON_DOP
30,2,16.79046181,DON_DOP
32,2,32.95914182,DON_DOP
34,2,19.59398423,DON_DOP
36,2,15.51572924,DON_DOP
38,2,16.7157897,DON_DOP
40,2,19.90149195,DON_DOP
42,2,19.99356146,DON_DOP
44,2,15.97297969,DON_DOP
46,2,17.89047724,DON_DOP
48,2,17.02329536,DON_DOP
1,3,18.3050432,DON_DOP
2,3,18.01002188,DON_DOP
3,3,14.78850548,DON_DOP
4,3,18.29810839,DON_DOP
6,3,26.16985709,DON_DOP
8,3,51.44549376,DON_DOP
10,3,34.50936002,DON_DOP
12,3,50.0198907,DON_DOP
13,3,25.03383773,DON_DOP
14,3,22.82135616,DON_DOP
15,3,21.19735341,DON_DOP
16,3,19.81132163,DON_DOP
17,3,25.20099202,DON_DOP
18,3,28.56035648,DON_DOP
20,3,17.95918708,DON_DOP
22,3,27.24035238,DON_DOP
24,3,19.86106376,DON_DOP
26,3,17.12782872,DON_DOP
30,3,16.81070439,DON_DOP
32,3,28.94753014,DON_DOP
34,3,19.73988611,DON_DOP
36,3,17.48577973,DON_DOP
38,3,16.08777088,DON_DOP
40,3,30.14773102,DON_DOP
42,3,23.07896694,DON_DOP
44,3,19.57974778,DON_DOP
46,3,23.50313803,DON_DOP
48,3,14.33505236,DON_DOP
1,4,17.03048823,DON_DOP
2,4,20.00545042,DON_DOP
3,4,15.73102021,DON_DOP
4,4,16.41986406,DON_DOP
6,4,29.46008923,DON_DOP
8,4,59.96558275,DON_DOP
10,4,32.42155236,DON_DOP
12,4,43.28374404,DON_DOP
13,4,24.39943485,DON_DOP
14,4,22.82917134,DON_DOP
15,4,22.60051297,DON_DOP
16,4,20.76067546,DON_DOP
17,4,23.04070038,DON_DOP
18,4,30.11957715,DON_DOP
20,4,20.40712658,DON_DOP
22,4,28.32821197,DON_DOP
24,4,21.85249821,DON_DOP
26,4,16.10630694,DON_DOP
30,4,19.47655351,DON_DOP
32,4,35.27477563,DON_DOP
34,4,22.00775938,DON_DOP
36,4,22.48443184,DON_DOP
38,4,19.10482274,DON_DOP
40,4,24.09311853,DON_DOP
42,4,26.05883805,DON_DOP
44,4,14.03145652,DON_DOP
46,4,24.36662217,DON_DOP
48,4,15.00778642,DON_DOP
1,5,19.43234196,DON_DOP
2,5,16.8726481,DON_DOP
3,5,16.02459967,DON_DOP
4,5,15.68983482,DON_DOP
6,5,25.72999893,DON_DOP
8,5,35.41332613,DON_DOP
10,5,31.55971752,DON_DOP
12,5,47.80817767,DON_DOP
13,5,21.39599259,DON_DOP
14,5,22.3804814,DON_DOP
15,5,18.33022794,DON_DOP
16,5,17.76421379,DON_DOP
17,5,23.76529337,DON_DOP
18,5,22.37627764,DON_DOP
20,5,14.44238369,DON_DOP
22,5,23.66476677,DON_DOP
24,5,18.48079491,DON_DOP
26,5,19.52062073,DON_DOP
30,5,18.97010204,DON_DOP
32,5,47.6636885,DON_DOP
34,5,19.25471387,DON_DOP
36,5,18.90582515,DON_DOP
38,5,19.17981552,DON_DOP
40,5,17.83583793,DON_DOP
42,5,21.09877238,DON_DOP
44,5,18.78491624,DON_DOP
46,5,18.5579907,DON_DOP
1,6,18.88824409,DON_DOP
2,6,18.08374832,DON_DOP
3,6,15.03548892,DON_DOP
4,6,16.59775656,DON_DOP
6,6,23.83750187,DON_DOP
8,6,42.27174005,DON_DOP
10,6,35.59358964,DON_DOP
12,6,69.4235595,DON_DOP
13,6,23.69359037,DON_DOP
14,6,21.91953495,DON_DOP
15,6,21.43475552,DON_DOP
16,6,18.59182463,DON_DOP
17,6,21.80076195,DON_DOP
18,6,25.92938694,DON_DOP
20,6,18.69323191,DON_DOP
22,6,21.80061475,DON_DOP
24,6,16.80671676,DON_DOP
26,6,13.74432435,DON_DOP
30,6,12.95063397,DON_DOP
32,6,17.65369534,DON_DOP
34,6,20.7788696,DON_DOP
36,6,19.4479647,DON_DOP
38,6,17.50851064,DON_DOP
40,6,17.43481884,DON_DOP
42,6,24.27209272,DON_DOP
44,6,18.93382845,DON_DOP
46,6,20.24397263,DON_DOP
48,6,19.77734476,DON_DOP
1,7,20.74468221,DON_DOP
2,7,18.95743679,DON_DOP
3,7,16.11326945,DON_DOP
4,7,17.69755274,DON_DOP
6,7,21.9612882,DON_DOP
8,7,45.7982681,DON_DOP
10,7,29.21224323,DON_DOP
12,7,48.08406043,DON_DOP
13,7,19.27128525,DON_DOP
14,7,19.12843288,DON_DOP
15,7,20.93301606,DON_DOP
16,7,17.19593051,DON_DOP
17,7,17.80044621,DON_DOP
18,7,25.3601729,DON_DOP
20,7,15.6246826,DON_DOP
22,7,19.93767498,DON_DOP
24,7,14.50088227,DON_DOP
26,7,14.70212204,DON_DOP
30,7,13.65573833,DON_DOP
32,7,42.01796694,DON_DOP
34,7,17.99856314,DON_DOP
36,7,17.0772342,DON_DOP
38,7,16.71254611,DON_DOP
40,7,24.41885949,DON_DOP
42,7,21.70492261,DON_DOP
44,7,20.5678366,DON_DOP
46,7,22.39057537,DON_DOP
48,7,18.05799546,DON_DOP
1,8,18.88081497,DON_DOP
2,8,18.91688133,DON_DOP
3,8,13.95270677,DON_DOP
4,8,9.125697087,DON_DOP
6,8,22.22410193,DON_DOP
8,8,51.25458103,DON_DOP
10,8,40.38203275,DON_DOP
12,8,49.63330718,DON_DOP
13,8,17.93896311,DON_DOP
14,8,21.44360796,DON_DOP
15,8,19.155166,DON_DOP
16,8,17.96707135,DON_DOP
17,8,17.8996423,DON_DOP
18,8,23.56840392,DON_DOP
20,8,17.12309821,DON_DOP
22,8,20.07193975,DON_DOP
24,8,16.89550699,DON_DOP
26,8,20.11319538,DON_DOP
30,8,20.63222091,DON_DOP
32,8,31.96933334,DON_DOP
34,8,20.01480213,DON_DOP
36,8,19.46834651,DON_DOP
38,8,17.51046492,DON_DOP
40,8,20.44936126,DON_DOP
42,8,25.38700937,DON_DOP
44,8,17.53721781,DON_DOP
46,8,21.28498232,DON_DOP
48,8,16.23137611,DON_DOP
1,10,21.14321505,DON_DOP
4,10,39.61305251,DON_DOP
6,10,77.75204353,DON_DOP
13,10,20.13503107,DON_DOP
14,10,27.97277027,DON_DOP
15,10,27.56717155,DON_DOP
16,10,29.00811772,DON_DOP
17,10,28.70083879,DON_DOP
18,10,32.67291186,DON_DOP
22,10,35.21485551,DON_DOP
26,10,39.84604381,DON_DOP
30,10,8.510991599,DON_DOP
34,10,39.68556566,DON_DOP
38,10,50.0810108,DON_DOP
42,10,61.77965147,DON_DOP
44,10,34.42139914,DON_DOP
46,10,23.48044232,DON_DOP
48,10,19.46496456,DON_DOP
