sampling.day,mesocosm,value,parameter
17,7,5.516811955,CN
18,7,5.084808947,CN
20,7,7.744886975,CN
22,7,9.232581967,CN
24,7,9.72423945,CN
26,7,7.643024162,CN
28,7,8.479295154,CN
32,7,9.730250482,CN
34,7,8.641112047,CN
36,7,8.183544304,CN
38,7,8.301762115,CN
40,7,8.158536585,CN
42,7,6.697622585,CN
44,7,5.270339856,CN
46,7,6.849456211,CN
48,7,7.771442036,CN
50,7,7.562237174,CN
1,8,5.401347449,CN
2,8,4.942100098,CN
3,8,5.442156863,CN
4,8,7.387536514,CN
6,8,5.166816952,CN
10,8,8.252873563,CN
12,8,5.323943662,CN
14,8,5.136181575,CN
15,8,6.114728682,CN
16,8,8.204268293,CN
17,8,6.964041096,CN
18,8,6.185826772,CN
20,8,6.898034398,CN
22,8,7.894793926,CN
24,8,8.41544477,CN
26,8,5.591145833,CN
28,8,7.11441048,CN
32,8,10.25091352,CN
34,8,8.717877095,CN
36,8,8.326197757,CN
38,8,8.182568807,CN
40,8,7.987331081,CN
42,8,8.179765886,CN
44,8,6.746724891,CN
46,8,6.908474576,CN
48,8,7.398496241,CN
50,8,6.378297661,CN
3,10,5.96111665,CN
4,10,5.957952468,CN
10,10,5.371086556,CN
12,10,5.624413146,CN
14,10,4.970958374,CN
15,10,5.700392927,CN
16,10,5.192607004,CN
17,10,5.718789407,CN
18,10,5.820912125,CN
20,10,5.48413631,CN
22,10,5.775441548,CN
24,10,5.501934236,CN
26,10,4.065839695,CN
28,10,5.115428571,CN
32,10,6.461697723,CN
34,10,4.325315006,CN
36,10,5.406639004,CN
38,10,5.928,CN
40,10,4.105421687,CN
42,10,6.54020979,CN
44,10,4.1424017,CN
46,10,6.014263074,CN
48,10,5.565517241,CN
50,10,6.526315789,CN
1,1,16.72727273,NP
2,1,12.875,NP
3,1,28.60416667,NP
4,1,27.67307692,NP
6,1,17.89473684,NP
10,1,23.18181818,NP
12,1,47.81481481,NP
14,1,35.5,NP
15,1,27.34482759,NP
16,1,21.21621622,NP
17,1,25.30769231,NP
18,1,26.1,NP
20,1,30.58064516,NP
22,1,21.5,NP
24,1,21.79166667,NP
26,1,19.78,NP
28,1,22.77777778,NP
30,1,22.27083333,NP
32,1,22.62790698,NP
34,1,26.83333333,NP
36,1,23.83333333,NP
38,1,29.07894737,NP
40,1,22.55813953,NP
42,1,23.43478261,NP
44,1,21.640625,NP
46,1,19.36764706,NP
48,1,17.61016949,NP
50,1,19.32142857,NP
1,2,19.26,NP
2,2,13.95833333,NP
3,2,18.27118644,NP
4,2,17.06666667,NP
6,2,22.40816327,NP
10,2,26.41176471,NP
12,2,29.51724138,NP
14,2,25.05882353,NP
15,2,25.46875,NP
16,2,22.33333333,NP
17,2,25.62068966,NP
18,2,24.78947368,NP
20,2,29.02777778,NP
22,2,18.4375,NP
24,2,36.16,NP
26,2,12.125,NP
28,2,21.04,NP
30,2,25.14893617,NP
32,2,19.8,NP
34,2,23.74468085,NP
36,2,19.72,NP
38,2,22.70212766,NP
40,2,18.5,NP
42,2,21.83333333,NP
44,2,20.72580645,NP
46,2,22.9122807,NP
48,2,19.92156863,NP
50,2,23.76315789,NP
1,3,18.32258065,NP
2,3,15.2027027,NP
3,3,16.4057971,NP
4,3,21.22727273,NP
6,3,23.56,NP
10,3,19.93333333,NP
12,3,34.34482759,NP
14,3,26.05263158,NP
15,3,18.67647059,NP
16,3,18.72727273,NP
17,3,26.44,NP
18,3,30,NP
20,3,31.3,NP
22,3,18.35135135,NP
24,3,23.25641026,NP
26,3,22.46511628,NP
28,3,20.69230769,NP
30,3,20.36170213,NP
32,3,26.02083333,NP
34,3,20.66666667,NP
36,3,19.71428571,NP
38,3,27.61904762,NP
40,3,19.64912281,NP
42,3,21.88636364,NP
44,3,15.13157895,NP
46,3,19.98529412,NP
48,3,16.25806452,NP
50,3,23.76842105,NP
1,4,17.82089552,NP
2,4,15.66197183,NP
3,4,20.82758621,NP
4,4,19.47727273,NP
6,4,19.96153846,NP
10,4,31.54545455,NP
12,4,24.4516129,NP
14,4,18.60526316,NP
15,4,21.12,NP
16,4,25,NP
17,4,20.44,NP
18,4,27.17391304,NP
20,4,36.80952381,NP
22,4,24.68,NP
24,4,33.4,NP
26,4,28.15151515,NP
28,4,22.6969697,NP
30,4,26.66666667,NP
32,4,25.25,NP
34,4,30.13636364,NP
36,4,25.1,NP
38,4,33.42105263,NP
40,4,22.91666667,NP
42,4,24.79166667,NP
44,4,25.03225806,NP
46,4,19.16216216,NP
48,4,18.17857143,NP
50,4,17.60526316,NP
1,5,18.59649123,NP
2,5,16.51612903,NP
3,5,15.20634921,NP
4,5,16.78181818,NP
6,5,26.82,NP
10,5,20.60526316,NP
12,5,25.67741935,NP
14,5,23.83333333,NP
15,5,19.58823529,NP
16,5,26.5,NP
17,5,14.52380952,NP
18,5,24,NP
20,5,27.82142857,NP
22,5,23.28205128,NP
24,5,26.37837838,NP
26,5,21.6744186,NP
28,5,23.79069767,NP
30,5,27.34883721,NP
32,5,16.76744186,NP
34,5,25.1025641,NP
36,5,20.8372093,NP
38,5,28.47826087,NP
40,5,21.47272727,NP
42,5,22.7826087,NP
44,5,22,NP
46,5,25.3442623,NP
48,5,16.97014925,NP
50,5,23.37234043,NP
1,6,18.98214286,NP
2,6,16.41935484,NP
3,6,16.78688525,NP
4,6,20.26923077,NP
6,6,14.61333333,NP
10,6,32.3125,NP
12,6,29.33333333,NP
14,6,22.70731707,NP
15,6,23.12903226,NP
16,6,26.4375,NP
17,6,17.32432432,NP
18,6,25.6,NP
20,6,28.28571429,NP
22,6,26.81578947,NP
24,6,24.06521739,NP
26,6,25.14583333,NP
28,6,16.62962963,NP
30,6,22.66037736,NP
32,6,27.74358974,NP
34,6,23.75555556,NP
36,6,20.08,NP
38,6,28.23684211,NP
40,6,21.91304348,NP
42,6,24.17777778,NP
44,6,21.49090909,NP
46,6,22.76470588,NP
48,6,16.26415094,NP
50,6,27.26027397,NP
1,7,18.85714286,NP
2,7,15.02739726,NP
3,7,17.13432836,NP
4,7,16.73134328,NP
6,7,24.66037736,NP
10,7,23.47058824,NP
12,7,31.1875,NP
14,7,23.68292683,NP
15,7,22.88571429,NP
16,7,41.70588235,NP
17,7,24.33333333,NP
18,7,29.80555556,NP
20,7,32.03448276,NP
22,7,25.02564103,NP
24,7,15.67692308,NP
26,7,22.12068966,NP
28,7,21.01851852,NP
30,7,26.58,NP
32,7,22.08510638,NP
34,7,23.74,NP
36,7,20.72131148,NP
38,7,21.96774194,NP
40,7,18.92307692,NP
42,7,20.39393939,NP
44,7,32.91525424,NP
46,7,27.73015873,NP
48,7,28.67567568,NP
50,7,27.02272727,NP
1,8,20.78,NP
2,8,15.67692308,NP
3,8,17,NP
4,8,15.8,NP
6,8,18.48333333,NP
10,8,22.78571429,NP
12,8,30.42857143,NP
14,8,18.725,NP
15,8,23.03571429,NP
16,8,25.23076923,NP
17,8,21.62962963,NP
18,8,23.51851852,NP
20,8,31.30769231,NP
22,8,17.73076923,NP
24,8,23.79069767,NP
26,8,38.4,NP
28,8,22.9,NP
30,8,24.97674419,NP
32,8,17.46808511,NP
34,8,25.57142857,NP
36,8,21.32608696,NP
38,8,22.24489796,NP
40,8,20.4137931,NP
42,8,19.29032258,NP
44,8,20.81818182,NP
46,8,19.40789474,NP
48,8,24.55384615,NP
50,8,22.82954545,NP
3,10,15.671875,NP
4,10,19.19298246,NP
10,10,16.45454545,NP
12,10,18.68421053,NP
14,10,17.81034483,NP
16,10,15.81538462,NP
18,10,14.98333333,NP
20,10,16.36538462,NP
22,10,17.74626866,NP
24,10,19.50943396,NP
26,10,28.32432432,NP
28,10,19.02173913,NP
30,10,21.03896104,NP
32,10,17.25,NP
34,10,32.33333333,NP
36,10,20.5106383,NP
38,10,21.73913043,NP
40,10,22.13333333,NP
42,10,15.05263158,NP
44,10,24.12820513,NP
46,10,15.02380952,NP
48,10,18.125,NP
50,10,17.41666667,NP
1,1,91.01515152,CP
2,1,76.48611111,CP
3,1,131.25,CP
4,1,121.0769231,CP
6,1,115.3859649,CP
8,1,139.9591837,CP
10,1,139.7954545,CP
12,1,160.7407407,CP
14,1,121.8333333,CP
15,1,132.9310345,CP
16,1,108.8378378,CP
17,1,135.3461538,CP
18,1,144.3666667,CP
20,1,201.516129,CP
22,1,140.8,CP
24,1,180.3958333,CP
26,1,167.4,CP
28,1,195.0222222,CP
32,1,229.3023256,CP
34,1,239.547619,CP
36,1,249.0714286,CP
38,1,303.8421053,CP
40,1,240.1627907,CP
42,1,212.9782609,CP
44,1,159.875,CP
46,1,165.4264706,CP
48,1,202.1186441,CP
50,1,126.2232143,CP
1,2,100.34,CP
2,2,67.31944444,CP
3,2,117.2542373,CP
4,2,128.5833333,CP
6,2,132.4489796,CP
8,2,160.2380952,CP
10,2,156.7647059,CP
12,2,162.9655172,CP
14,2,114.2352941,CP
16,2,131.5555556,CP
17,2,149.4482759,CP
18,2,130.1315789,CP
20,2,180.6666667,CP
22,2,172.1666667,CP
24,2,193.56,CP
26,2,182.4107143,CP
28,2,191.2,CP
32,2,197,CP
34,2,224.7234043,CP
36,2,203.16,CP
38,2,222.8297872,CP
40,2,183.8392857,CP
42,2,215,CP
44,2,177.3064516,CP
46,2,182.9473684,CP
48,2,231.372549,CP
50,2,190.9605263,CP
1,3,106.3870968,CP
2,3,76.90540541,CP
3,3,89.47826087,CP
4,3,133.2954545,CP
6,3,113.8,CP
8,3,122.6170213,CP
10,3,111.2222222,CP
12,3,142.6206897,CP
14,3,105.1052632,CP
16,3,138.4545455,CP
17,3,136.6,CP
18,3,136.826087,CP
20,3,149.5,CP
22,3,86.67567568,CP
24,3,109.4871795,CP
26,3,122.6046512,CP
28,3,129.8461538,CP
32,3,150.2708333,CP
34,3,185.1111111,CP
36,3,171.3877551,CP
38,3,267.4761905,CP
40,3,183.1929825,CP
42,3,219.8636364,CP
44,3,125.25,CP
46,3,159.8823529,CP
48,3,216.0645161,CP
50,3,162.8842105,CP
1,4,96.71641791,CP
2,4,77.05633803,CP
3,4,115.8793103,CP
4,4,122.2045455,CP
6,4,99.80769231,CP
8,4,172.9393939,CP
10,4,120.3181818,CP
12,4,192.516129,CP
14,4,84.02631579,CP
15,4,138.2,CP
16,4,126.4,CP
17,4,124.12,CP
18,4,134,CP
20,4,132.6190476,CP
22,4,132.16,CP
24,4,134.52,CP
26,4,98.09090909,CP
28,4,125.8181818,CP
32,4,148.0416667,CP
34,4,169.1818182,CP
36,4,165,CP
38,4,197.2105263,CP
40,4,128.25,CP
42,4,125.9166667,CP
44,4,139.9677419,CP
46,4,110.6216216,CP
48,4,151.1071429,CP
50,4,133.7894737,CP
1,5,95.92982456,CP
2,5,90.85483871,CP
3,5,92,CP
4,5,109.5090909,CP
6,5,117.3,CP
8,5,118.5277778,CP
10,5,193.6578947,CP
12,5,142.3870968,CP
14,5,112.047619,CP
15,5,115.7941176,CP
16,5,138.5,CP
17,5,87.42857143,CP
18,5,200.1612903,CP
20,5,205.1071429,CP
22,5,156.6666667,CP
24,5,203.1081081,CP
26,5,198.6744186,CP
28,5,214.0930233,CP
32,5,197.255814,CP
34,5,235,CP
36,5,203.1162791,CP
38,5,206.5217391,CP
40,5,171.9818182,CP
42,5,197.0652174,CP
44,5,176.1578947,CP
46,5,204.9180328,CP
48,5,206.1044776,CP
50,5,153.4680851,CP
1,6,96.03571429,CP
2,6,79.5,CP
3,6,90.40983607,CP
4,6,118.7884615,CP
6,6,72.36,CP
8,6,133.4722222,CP
10,6,194.78125,CP
12,6,136.3888889,CP
14,6,113.6341463,CP
15,6,138.483871,CP
16,6,117.75,CP
17,6,90.37837838,CP
18,6,150.16,CP
20,6,177.7142857,CP
22,6,163.5,CP
24,6,191.7391304,CP
26,6,171.7291667,CP
28,6,160,CP
32,6,219.8717949,CP
34,6,227.6666667,CP
36,6,186.44,CP
38,6,294.2105263,CP
40,6,183.9130435,CP
42,6,193.1777778,CP
44,6,157.0727273,CP
46,6,168.3137255,CP
48,6,190.2075472,CP
50,6,162.630137,CP
1,7,100.755102,CP
2,7,77.1369863,CP
3,7,91.65671642,CP
4,7,117.7313433,CP
6,7,108.1698113,CP
8,7,108.755102,CP
10,7,134.1764706,CP
12,7,148.71875,CP
14,7,129.0731707,CP
15,7,152.0857143,CP
16,7,250.1176471,CP
17,7,134.2424242,CP
18,7,151.5555556,CP
20,7,248.1034483,CP
22,7,231.0512821,CP
24,7,152.4461538,CP
26,7,169.0689655,CP
28,7,178.2222222,CP
32,7,214.893617,CP
34,7,205.14,CP
36,7,169.5737705,CP
38,7,182.3709677,CP
40,7,154.3846154,CP
42,7,136.5909091,CP
44,7,173.4745763,CP
46,7,189.9365079,CP
48,7,222.8513514,CP
50,7,204.3522727,CP
1,8,112.24,CP
2,8,77.47692308,CP
3,8,92.51666667,CP
4,8,116.7230769,CP
6,8,95.5,CP
8,8,105.4901961,CP
10,8,188.047619,CP
12,8,162,CP
14,8,96.175,CP
15,8,140.8571429,CP
16,8,207,CP
17,8,150.6296296,CP
18,8,145.4814815,CP
20,8,215.9615385,CP
22,8,139.9807692,CP
24,8,200.2093023,CP
26,8,214.7,CP
28,8,162.92,CP
32,8,179.0638298,CP
34,8,222.9285714,CP
36,8,177.5652174,CP
38,8,182.0204082,CP
40,8,163.0517241,CP
42,8,157.7903226,CP
44,8,140.4545455,CP
46,8,134.0789474,CP
48,8,181.6615385,CP
50,8,145.6136364,CP
3,10,93.421875,CP
4,10,114.3508772,CP
6,10,105.1864407,CP
8,10,89.71052632,CP
10,10,88.37878788,CP
12,10,105.0877193,CP
14,10,88.53448276,CP
16,10,82.12307692,CP
18,10,87.21666667,CP
20,10,89.75,CP
22,10,102.4925373,CP
24,10,107.3396226,CP
26,10,115.1621622,CP
28,10,97.30434783,CP
32,10,111.4642857,CP
34,10,139.8518519,CP
36,10,110.893617,CP
38,10,128.8695652,CP
40,10,90.86666667,CP
42,10,98.44736842,CP
44,10,99.94871795,CP
46,10,90.35714286,CP
48,10,100.875,CP
50,10,113.6666667,CP
1,1,22.4141791,CSi
2,1,15.55649718,CSi
3,1,14.22121896,CSi
4,1,16.18508997,CSi
6,1,22.83680556,CSi
8,1,18.38605898,CSi
12,1,18.46808511,CSi
13,1,34.43030303,CSi
14,1,22.01807229,CSi
15,1,26.0472973,CSi
16,1,31.4609375,CSi
17,1,28.8442623,CSi
18,1,29.66438356,CSi
20,1,39.04375,CSi
22,1,57.70491803,CSi
24,1,173.18,CSi
26,1,104.625,CSi
28,1,292.5333333,CSi
32,1,99.5959596,CSi
34,1,193.4807692,CSi
36,1,57.79558011,CSi
38,1,164.9428571,CSi
40,1,240.1627907,CSi
42,1,51.29319372,CSi
44,1,78.70769231,CSi
46,1,63.91477273,CSi
48,1,91.03053435,CSi
50,1,78.97765363,CSi
1,2,19.37065637,CSi
2,2,15.43630573,CSi
3,2,19.70940171,CSi
4,2,15.06835938,CSi
6,2,18.97660819,CSi
8,2,20.1497006,CSi
12,2,19.44855967,CSi
13,2,23.07407407,CSi
14,2,10.55434783,CSi
16,2,17.47601476,CSi
17,2,16.35471698,CSi
18,2,24.00485437,CSi
20,2,38.94610778,CSi
22,2,72.49122807,CSi
24,2,151.21875,CSi
26,2,170.25,CSi
28,2,308.3870968,CSi
32,2,201.0204082,CSi
34,2,122.8139535,CSi
36,2,104.7216495,CSi
38,2,174.55,CSi
40,2,467.9545455,CSi
42,2,145.125,CSi
44,2,37.13851351,CSi
46,2,86.18181818,CSi
48,2,137.2093023,CSi
50,2,127.3070175,CSi
1,3,18.79202279,CSi
2,3,16.35344828,CSi
3,3,16.20472441,CSi
4,3,18.61904762,CSi
6,3,21.63498099,CSi
8,3,12.20974576,CSi
12,3,13.87919463,CSi
13,3,15.18505338,CSi
14,3,14.73800738,CSi
16,3,20.9587156,CSi
17,3,16.74019608,CSi
18,3,20.43506494,CSi
20,3,23.54330709,CSi
22,3,25.86290323,CSi
24,3,56.93333333,CSi
26,3,77.52941176,CSi
28,3,112.5333333,CSi
32,3,160.2888889,CSi
34,3,277.6666667,CSi
36,3,119.9714286,CSi
38,3,162.8115942,CSi
40,3,248.6190476,CSi
42,3,210.3043478,CSi
44,3,85.75675676,CSi
46,3,146.9189189,CSi
48,3,202.969697,CSi
50,3,193.425,CSi
1,4,17.60869565,CSi
2,4,14.78648649,CSi
3,4,17.875,CSi
4,4,15.67638484,CSi
6,4,23.69863014,CSi
8,4,18.96013289,CSi
12,4,24.45901639,CSi
13,4,34.20903955,CSi
14,4,22.48591549,CSi
15,4,33.22115385,CSi
16,4,29.81132075,CSi
17,4,36.50588235,CSi
18,4,55.03571429,CSi
20,4,52.54716981,CSi
22,4,59,CSi
24,4,64.67307692,CSi
26,4,73.56818182,CSi
28,4,88.34042553,CSi
32,4,48.01351351,CSi
34,4,45.3902439,CSi
36,4,17.0984456,CSi
38,4,20.81666667,CSi
40,4,29.31428571,CSi
42,4,37.775,CSi
44,4,32.38059701,CSi
46,4,51.81012658,CSi
48,4,72.94827586,CSi
50,4,75.88059701,CSi
1,5,20.25185185,CSi
2,5,15.77871148,CSi
3,5,16.1,CSi
4,5,12.89721627,CSi
6,5,15.51587302,CSi
8,5,12.19142857,CSi
12,5,16.59398496,CSi
13,5,15.56842105,CSi
14,5,18.52755906,CSi
15,5,12.86601307,CSi
16,5,15.95884774,CSi
17,5,19.84864865,CSi
18,5,53.49137931,CSi
20,5,82.04285714,CSi
22,5,91.19402985,CSi
24,5,159.893617,CSi
26,5,219.0512821,CSi
28,5,214.0930233,CSi
32,5,143.7627119,CSi
34,5,145.4761905,CSi
36,5,86.47524752,CSi
38,5,120.2531646,CSi
40,5,95.54545455,CSi
42,5,146.2096774,CSi
44,5,119.5357143,CSi
46,5,154.3209877,CSi
48,5,186.6081081,CSi
50,5,138.7115385,CSi
1,6,15.67930029,CSi
2,6,13.43051771,CSi
3,6,11.93722944,CSi
4,6,12.354,CSi
6,6,17.11987382,CSi
8,6,13.88728324,CSi
12,6,12.12345679,CSi
13,6,10.9742268,CSi
14,6,9.171259843,CSi
15,6,9.756818182,CSi
16,6,8.317880795,CSi
17,6,10.68370607,CSi
18,6,19.75789474,CSi
20,6,41.46666667,CSi
22,6,64.05154639,CSi
24,6,133.6363636,CSi
26,6,222.7837838,CSi
28,6,254.1176471,CSi
32,6,199.4186047,CSi
34,6,284.5833333,CSi
36,6,147.968254,CSi
38,6,189.4915254,CSi
40,6,192.2727273,CSi
42,6,289.7666667,CSi
44,6,115.1866667,CSi
46,6,140.7213115,CSi
48,6,157.515625,CSi
50,6,123.6666667,CSi
1,7,19.90725806,CSi
2,7,17.06363636,CSi
3,7,11.87814313,CSi
4,7,13.41496599,CSi
6,7,16.47413793,CSi
8,7,12.36426914,CSi
12,7,11.77970297,CSi
13,7,10.15811966,CSi
14,7,8.924114671,CSi
15,7,10.15839695,CSi
16,7,10.57711443,CSi
17,7,14.29032258,CSi
18,7,26.35748792,CSi
20,7,53.2962963,CSi
22,7,106.0117647,CSi
24,7,125.4303797,CSi
26,7,239.1707317,CSi
28,7,418.4347826,CSi
32,7,206.122449,CSi
34,7,218.2340426,CSi
36,7,106.6391753,CSi
38,7,133.0235294,CSi
40,7,125.4375,CSi
42,7,114.1139241,CSi
44,7,127.9375,CSi
46,7,181.3030303,CSi
48,7,274.85,CSi
50,7,211.5647059,CSi
1,8,22.00784314,CSi
2,8,15.63975155,CSi
3,8,13.67241379,CSi
4,8,14.76070039,CSi
6,8,16.70553936,CSi
8,8,15.7771261,CSi
12,8,18.07171315,CSi
13,8,14.07067138,CSi
14,8,11.28152493,CSi
15,8,13.64705882,CSi
16,8,22.14814815,CSi
17,8,17.30638298,CSi
18,8,24.09815951,CSi
20,8,48.40517241,CSi
22,8,81.78651685,CSi
24,8,107.6125,CSi
26,8,162.0377358,CSi
28,8,185.1363636,CSi
32,8,158.7924528,CSi
34,8,253.0540541,CSi
36,8,148.5090909,CSi
38,8,108.7682927,CSi
40,8,86.76146789,CSi
42,8,58.93373494,CSi
44,8,47.05583756,CSi
46,8,65.32051282,CSi
48,8,129.7582418,CSi
50,8,124.407767,CSi
3,10,23.53937008,CSi
4,10,31.03809524,CSi
6,10,37.61212121,CSi
8,10,18.73076923,CSi
12,10,15.76315789,CSi
14,10,12.77363184,CSi
16,10,8.62358643,CSi
18,10,8.189358372,CSi
20,10,10.98117647,CSi
22,10,12.76394052,CSi
24,10,9.893913043,CSi
26,10,9.728310502,CSi
28,10,7.908127208,CSi
32,10,14.79146919,CSi
34,10,16.7079646,CSi
36,10,14.55865922,CSi
38,10,12.88695652,CSi
40,10,6.918781726,CSi
42,10,8.580275229,CSi
44,10,6.862676056,CSi
46,10,7.120075047,CSi
48,10,6.706371191,CSi
50,10,8.241691843,CSi
