#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_8079	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus parapergens
ASV_8080	Eukaryota	unknown	Oomycetes	unknown	unknown	g_	s_
ASV_8083	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8084	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	g_	s_
ASV_8086	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa
ASV_8088	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	g_	s_
ASV_8089	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8092	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8095	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calocalanidae	Calocalanus	Calocalanus tenuis
ASV_8097	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8098	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8102	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus parapergens
ASV_8106	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8109	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_8115	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	Oncaea	Oncaea scottodicarloi
ASV_8121	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8122	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8125	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8131	Eukaryota	Cercozoa	unknown	Euglyphida	Paulinellidae	g_	s_
ASV_8137	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
ASV_8142	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	unassigned	g_	s_
ASV_8143	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8146	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8147	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8149	Eukaryota	unknown	Phaeophyceae	Ectocarpales	unassigned	g_	s_
ASV_8151	Eukaryota	Cercozoa	unknown	Euglyphida	Paulinellidae	g_	s_
ASV_8166	Eukaryota	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	g_	s_
ASV_8190	Eukaryota	unknown	unknown	unknown	Vexilliferidae	g_	s_
ASV_8192	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8196	Eukaryota	unknown	Bolidophyceae	Parmales	Triparmaceae	g_	s_
ASV_8200	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_8202	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_8205	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_8220	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_8222	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8224	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8225	Eukaryota	unknown	Phaeophyceae	unassigned	unassigned	g_	s_
ASV_8229	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8230	Eukaryota	Mollusca	Gastropoda	unknown	Pachychilidae	g_	s_
ASV_8235	Eukaryota	Bacillariophyta	Mediophyceae	Triceratiales	Plagiogrammaceae	g_	s_
ASV_8242	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	s_
ASV_8259	Eukaryota	Arthropoda	Insecta	Diptera	unassigned	g_	s_
ASV_8261	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Ctenocalanus	Ctenocalanus vanus
ASV_8262	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_8263	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_8266	Eukaryota	unknown	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_8267	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calocalanidae	g_	s_
ASV_8269	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_8279	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8296	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	g_	s_
ASV_8297	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
