#OTUID	KOSMOSD15_M1AS_X	KOSMOSD15_MPAS_X	KOSMOSD1_M1BS_X	KOSMOSD1_MPBS_X	KOSMOSD24_M1AS_X	KOSMOSD24_MPAS_X	KOSMOSD32_M1AS_X	KOSMOSD32_MPAS_X	KOSMOSD36_M1AS_X	KOSMOSD36_MPAS_X	KOSMOSD42_M1AS_X	KOSMOSD42_MPAS_X	KOSMOSD48_M1AS_X	KOSMOSD48_MPAS_X	KOSMOSD8_M1AS_X	KOSMOSD8_MPAS_X
ASV_23937	0	79	117	208	0	218	0	61	0	0	0	5	0	0	0	380
ASV_23938	34	7	0	0	0	0	6	0	23	2	9	0	0	0	3	1
ASV_23941	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23942	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ASV_23944	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_23948	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23951	930	3	1	1	78	0	5	0	22	0	0	2	0	2	0	0
ASV_23953	0	7	0	0	0	4	1	995	0	7	0	3	0	0	0	0
ASV_23957	0	407	0	0	0	28	0	0	0	0	0	38	0	66	448	11
ASV_23959	590	3	9	17	158	23	11	11	84	2	9	2	55	3	0	3
ASV_23961	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_23963	74	6	2	34	807	7	11	0	7	0	0	0	0	3	0	22
ASV_23969	784	15	5	2	25	12	2	4	7	3	4	5	9	27	0	29
ASV_23970	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_23971	0	13	0	1	10	3	81	4	15	6	4	0	0	28	0	17
ASV_23972	0	3	7	2	0	0	0	2	0	2	0	8	0	27	2	0
ASV_23973	0	0	0	0	0	448	0	476	0	3	0	1	0	0	0	0
ASV_23975	0	9	407	185	0	0	0	0	0	0	0	0	0	5	0	149
ASV_23979	0	0	0	0	0	0	0	904	0	0	0	0	0	0	0	0
ASV_23981	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_23983	0	9	0	4	0	1	121	0	45	2	55	1	0	32	0	14
ASV_23989	1	0	0	0	2	0	11	0	91	0	141	0	594	0	0	0
ASV_23991	5	8	6	12	701	6	26	1	51	0	0	0	0	0	0	14
ASV_23993	0	12	4	0	0	0	0	0	0	0	0	0	0	0	7	22
ASV_23995	0	0	0	0	0	815	0	0	0	0	0	1	0	0	0	0
ASV_23996	12	103	8	1	19	34	0	68	0	40	0	16	0	21	43	83
ASV_23998	0	0	0	0	0	0	0	2	5	1	1	39	0	759	0	0
ASV_24002	3	0	0	2	0	0	0	2	0	1	0	3	0	9	0	1
ASV_24003	226	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0
ASV_24004	51	0	0	0	12	0	41	0	679	1	0	0	3	0	0	0
ASV_24006	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_24007	242	12	1	3	70	0	117	5	311	0	0	0	0	1	0	0
ASV_24014	0	0	0	5	432	0	25	14	254	0	17	0	0	0	0	0
ASV_24015	0	0	40	26	0	17	0	0	0	0	0	0	0	0	0	96
ASV_24019	81	0	14	9	16	0	81	0	342	0	74	0	2	0	72	2
ASV_24021	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24023	2	2	83	208	2	203	1	16	0	130	0	33	0	19	1	5
ASV_24024	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
ASV_24025	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_24026	0	0	0	0	0	0	0	714	0	0	0	0	0	0	0	0
ASV_24030	0	0	0	650	0	52	0	0	0	0	0	0	0	0	0	0
ASV_24033	0	1	0	0	0	1	0	686	0	0	0	0	0	0	0	0
ASV_24034	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
ASV_24035	0	11	0	4	0	3	0	0	0	1	1	0	0	0	0	6
ASV_24036	0	0	0	0	0	1	0	106	0	0	560	0	1	0	0	3
ASV_24041	38	2	0	2	15	0	325	1	72	0	6	2	17	0	12	0
ASV_24043	0	1	0	0	42	0	31	0	134	0	52	1	371	6	0	0
ASV_24045	7	1	2	6	389	45	37	7	14	13	9	2	2	18	34	9
ASV_24046	391	0	8	2	68	14	29	0	54	0	12	3	42	6	0	0
ASV_24047	138	5	2	0	3	14	0	8	1	8	45	7	372	8	2	12
ASV_24048	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24050	0	1	0	0	0	1	0	63	6	89	10	125	0	329	0	0
ASV_24053	20	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0
ASV_24054	0	0	149	38	0	32	0	0	0	1	0	396	0	1	0	0
ASV_24059	56	30	0	0	0	0	346	0	1	0	0	64	10	70	0	13
ASV_24060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_24061	25	45	104	77	47	2	10	0	26	1	0	0	3	2	3	117
ASV_24066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV_24067	0	0	1	3	0	0	0	0	0	0	0	1	0	2	0	0
ASV_24068	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_24069	0	23	3	10	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24071	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_24073	0	119	228	181	5	14	0	1	0	0	0	1	0	3	0	25
ASV_24074	0	8	1	2	0	5	25	15	0	15	0	6	0	33	0	0
ASV_24075	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_24081	7	0	0	3	31	2	15	11	60	2	33	29	10	18	0	37
ASV_24082	424	5	3	6	28	11	2	0	15	2	0	4	0	0	7	15
ASV_24083	3	0	0	0	1	0	0	92	0	0	0	1	448	0	0	0
ASV_24084	0	0	0	0	0	0	0	0	79	0	86	0	376	0	0	0
ASV_24087	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_24090	461	4	29	13	0	0	0	5	0	0	0	5	0	3	0	4
ASV_24091	1	8	9	0	0	3	4	5	0	0	0	2	0	12	0	23
ASV_24096	0	71	129	201	0	5	0	9	0	0	0	9	0	4	0	21
ASV_24103	2	1	1	0	18	5	44	2	9	338	2	0	0	2	54	0
ASV_24105	116	0	0	0	99	10	86	19	73	1	1	31	4	30	1	1
ASV_24106	12	130	57	22	81	15	3	1	38	5	3	2	4	4	0	39
ASV_24112	9	110	5	22	0	143	0	20	1	27	1	12	0	13	1	33
ASV_24118	138	1	13	6	31	3	33	2	171	0	6	6	38	1	0	5
ASV_24119	0	7	0	0	0	8	0	19	0	415	0	4	0	0	0	0
ASV_24123	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24125	0	0	0	0	27	0	25	0	85	2	21	1	3	0	0	0
ASV_24129	26	0	0	0	2	0	58	0	177	0	121	0	52	0	0	0
ASV_24133	0	10	0	2	0	4	0	0	0	1	0	0	0	4	0	49
ASV_24138	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_24139	106	7	29	38	185	9	0	2	6	0	0	0	2	0	29	4
ASV_24140	0	0	0	0	0	0	83	0	329	0	7	0	0	0	0	0
ASV_24144	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_24148	1	1	0	1	0	0	0	0	62	0	34	0	305	0	0	0
ASV_24151	0	0	0	0	0	0	2	0	371	0	27	0	0	0	0	0
ASV_24153	0	0	0	0	0	0	116	0	198	1	0	45	1	9	0	0
ASV_24156	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1
ASV_24158	0	7	0	0	0	4	0	61	0	18	0	311	0	0	0	0
ASV_24162	0	18	2	0	0	3	0	0	0	1	0	0	0	1	0	12
ASV_24164	11	109	25	18	57	17	1	8	22	23	2	5	1	23	0	33
ASV_24166	0	0	0	0	1	0	0	5	0	0	0	1	0	3	0	3
ASV_24168	0	1	6	10	0	0	0	0	0	338	0	6	0	0	11	17
ASV_24170	4	0	0	6	3	8	19	1	11	7	4	0	1	0	313	3
ASV_24178	1	1	3	1	0	1	0	26	0	29	4	72	0	177	0	0
ASV_24182	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24186	0	10	0	0	0	0	0	315	0	23	0	13	0	0	0	0
ASV_24188	1	0	10	6	0	0	0	0	0	0	0	0	6	0	0	12
ASV_24196	0	0	0	0	6	0	37	0	309	0	5	0	0	0	0	0
ASV_24199	0	13	0	0	90	8	47	7	116	1	39	12	21	0	0	0
ASV_24201	0	4	30	56	0	0	0	0	0	0	0	0	0	0	0	225
ASV_24202	303	0	0	0	17	3	17	5	11	0	0	0	0	0	0	0
ASV_24204	296	4	6	2	0	4	0	11	0	3	0	2	0	3	21	2
ASV_24207	0	0	0	0	0	0	34	0	310	0	0	0	6	0	0	0
ASV_24214	0	0	0	0	0	0	0	2	0	333	0	3	0	1	0	4
ASV_24222	0	5	0	0	0	0	0	0	0	3	0	329	0	2	0	0
ASV_24227	21	0	2	10	0	0	0	0	0	0	0	0	0	0	0	39
ASV_24228	7	66	0	3	0	8	0	0	0	1	0	15	0	12	137	2
ASV_24229	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_24231	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_24232	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_24233	2	110	9	16	41	4	0	6	18	13	0	4	0	13	2	38
ASV_24235	108	6	0	0	0	0	4	0	133	1	49	8	13	3	0	0
ASV_24242	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24243	0	268	0	0	0	8	0	1	0	3	0	13	0	3	0	12
ASV_24249	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24252	84	0	0	0	62	0	139	0	10	0	0	0	3	0	1	0
ASV_24253	0	126	0	0	0	112	0	0	0	72	0	0	0	2	0	0
ASV_24260	101	8	17	4	0	48	0	12	0	8	0	14	0	20	0	39
ASV_24261	0	0	2	11	0	0	0	9	0	1	0	4	0	21	0	229
ASV_24263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV_24266	0	3	2	1	1	0	0	9	0	8	1	0	0	1	0	6
ASV_24268	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_24271	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	6
ASV_24276	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24281	0	25	1	2	0	3	0	34	0	17	0	6	0	15	0	4
ASV_24285	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24297	0	4	14	11	0	9	0	40	0	14	10	63	0	20	19	51
ASV_24301	5	59	67	49	10	4	0	0	2	1	0	0	0	6	0	47
ASV_24302	182	0	52	19	0	0	0	4	0	0	0	3	0	0	4	0
ASV_24305	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_24308	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_24310	0	2	0	0	0	10	0	246	0	7	0	0	0	0	0	0
ASV_24315	0	1	0	0	26	0	1	0	225	0	10	0	0	0	0	0
ASV_24318	1	19	6	30	0	14	0	1	0	10	9	31	0	51	0	29
ASV_24320	0	1	3	1	0	1	0	3	0	34	0	41	0	150	1	0
ASV_24322	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_24323	0	9	88	43	0	0	0	1	0	5	0	3	0	34	2	29
ASV_24324	0	0	0	0	0	0	0	8	0	1	0	0	0	2	0	8
ASV_24331	65	2	0	0	0	0	0	0	86	0	0	0	0	0	0	1
ASV_24336	0	1	0	0	0	0	2	0	41	0	0	0	0	0	1	0
ASV_24340	0	4	12	183	0	0	0	0	0	0	0	0	0	0	0	11
ASV_24350	5	0	0	0	193	0	17	0	3	0	11	0	9	0	0	0
ASV_24351	2	6	120	68	7	0	0	0	0	1	0	1	0	1	0	13
ASV_24355	1	28	49	33	1	7	0	9	3	22	0	16	0	26	6	16
ASV_24359	13	0	6	12	13	0	27	7	41	3	72	4	20	3	1	0
ASV_24365	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1
ASV_24372	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_24377	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_24384	4	27	7	8	69	4	4	9	21	13	0	0	4	32	3	10
ASV_24387	5	1	0	0	9	0	18	2	87	0	7	0	2	2	3	10
ASV_24389	0	26	7	27	0	38	0	17	0	4	0	3	0	0	5	15
ASV_24391	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_24394	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0
ASV_24395	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_24398	0	56	0	6	36	5	49	34	18	2	0	5	0	7	0	0
ASV_24399	0	0	0	0	1	0	8	0	73	0	11	0	11	114	0	0
ASV_24403	8	125	0	0	2	0	0	0	0	0	0	0	0	68	0	0
ASV_24406	0	13	0	0	0	0	0	0	0	0	0	0	0	19	0	0
ASV_24407	3	10	40	40	19	0	1	0	3	0	0	0	0	2	0	41
ASV_24408	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	26
ASV_24423	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_24425	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24427	4	14	10	10	0	0	0	0	0	0	0	10	0	42	28	25
ASV_24436	128	0	35	31	0	0	0	7	0	0	0	0	0	1	0	5
ASV_24438	0	36	1	2	0	36	0	0	0	0	0	0	0	3	124	0
ASV_24448	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_24450	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0
ASV_24457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_24461	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_24465	1	72	18	12	9	9	0	3	4	10	0	6	2	12	0	26
ASV_24466	0	5	0	2	0	1	5	0	2	0	0	0	2	0	0	0
ASV_24470	0	0	0	0	0	0	23	0	54	0	3	0	0	0	8	0
ASV_24471	3	23	7	21	20	14	11	23	0	1	0	6	28	12	0	24
ASV_24474	0	0	0	0	0	0	32	0	155	0	4	0	0	0	0	0
ASV_24481	36	0	0	0	41	0	2	0	109	0	1	0	0	0	0	0
ASV_24482	2	23	6	12	1	19	0	31	2	1	0	5	2	15	8	17
ASV_24486	66	3	0	0	60	0	2	0	4	0	7	0	30	0	0	10
ASV_24487	10	0	0	0	38	0	21	1	90	0	3	1	9	0	1	0
ASV_24491	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_24492	53	0	11	1	0	25	0	1	0	1	0	3	0	7	0	1
ASV_24494	0	40	0	0	49	2	0	0	42	11	41	0	0	0	0	0
ASV_24499	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5
ASV_24501	0	0	94	23	0	12	0	8	0	14	0	27	0	2	0	0
ASV_24502	0	3	0	0	0	0	0	0	0	0	0	0	0	9	0	41
ASV_24505	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24509	20	2	10	22	20	6	0	1	0	0	0	8	0	46	0	37
ASV_24510	101	0	1	0	56	0	1	0	3	0	14	0	2	2	0	0
ASV_24514	0	0	0	0	1	0	0	3	43	0	70	9	5	1	0	0
ASV_24515	173	0	0	0	0	0	0	1	0	0	0	4	0	0	0	1
ASV_24520	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24524	0	0	0	0	0	2	0	0	0	1	0	45	0	126	0	0
ASV_24525	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_24532	0	15	16	14	1	23	0	68	1	2	2	6	0	11	6	6
ASV_24533	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24539	12	2	0	0	46	0	22	0	88	0	1	0	0	0	0	0
ASV_24540	0	0	0	0	75	0	0	0	97	0	0	0	0	0	0	0
ASV_24545	13	1	0	0	66	0	69	0	22	0	0	0	0	0	0	0
ASV_24548	0	5	0	1	0	1	0	2	0	1	0	0	43	0	0	1
ASV_24555	0	0	0	1	0	0	5	0	3	0	158	1	0	0	0	0
ASV_24558	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_24559	2	0	0	0	18	0	0	0	17	0	0	0	4	0	7	56
ASV_24565	2	6	51	30	6	2	0	0	10	1	0	0	2	2	0	21
ASV_24566	4	7	0	2	138	0	4	3	4	0	0	0	0	0	0	3
ASV_24567	1	1	2	2	0	1	0	0	0	1	0	4	0	3	0	4
ASV_24571	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
ASV_24572	0	11	92	26	0	2	0	3	0	1	0	3	0	2	0	21
ASV_24587	4	0	0	0	3	0	81	38	0	1	0	2	0	1	0	0
ASV_24588	0	44	0	0	0	23	0	34	0	46	0	10	0	0	0	0
ASV_24589	0	0	0	0	113	0	36	0	3	0	3	0	2	2	0	0
ASV_24596	119	0	0	0	3	0	17	0	13	0	2	1	0	0	0	0
ASV_24599	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24600	17	1	1	0	97	0	7	1	18	1	0	2	0	3	4	1
ASV_24601	151	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0
ASV_24602	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24608	0	0	1	0	0	0	3	0	115	0	26	0	8	0	0	0
ASV_24617	10	0	1	3	1	0	5	1	2	1	0	5	0	1	2	8
ASV_24620	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
ASV_24626	0	0	4	3	0	0	0	2	0	1	0	2	0	2	0	1
ASV_24627	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_24631	3	2	3	2	0	1	2	0	19	0	8	0	19	0	0	23
ASV_24632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_24639	4	22	7	5	5	2	0	26	0	20	1	7	0	21	0	10
ASV_24640	1	9	6	9	0	0	0	2	0	0	0	0	0	4	0	5
ASV_24641	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_24647	0	0	0	0	14	1	0	0	125	0	3	0	0	0	0	0
ASV_24650	3	5	3	8	3	1	0	2	0	1	0	0	0	0	2	11
ASV_24651	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_24661	11	0	4	0	7	0	0	0	18	0	0	0	0	0	48	51
ASV_24666	3	38	3	7	23	8	1	0	4	9	0	2	1	3	4	19
ASV_24669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24670	0	2	21	16	0	3	0	14	0	20	0	42	0	16	1	1
ASV_24671	0	0	0	0	0	0	0	0	129	7	0	0	0	0	0	0
ASV_24685	13	0	0	0	0	0	17	0	63	0	24	0	10	0	0	0
ASV_24688	32	2	2	1	78	0	2	3	3	0	0	0	0	2	7	1
ASV_24689	0	0	0	0	3	0	0	0	126	0	4	0	0	0	0	0
ASV_24693	1	22	8	5	29	3	3	0	18	9	1	1	5	6	0	11
ASV_24694	19	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
ASV_24695	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_24697	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_24698	0	16	1	2	0	4	3	1	32	1	3	0	15	1	0	5
ASV_24702	0	0	0	0	60	0	11	0	14	0	19	0	20	0	0	0
ASV_24703	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	33
ASV_24713	0	0	0	0	0	0	0	0	103	0	18	0	5	0	0	0
ASV_24716	75	0	12	4	5	0	1	0	4	0	0	0	0	0	0	10
ASV_24732	0	0	0	0	0	0	0	2	0	0	2	1	0	115	0	0
ASV_24733	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_24736	7	12	10	8	6	0	0	1	21	1	2	2	4	0	0	12
ASV_24738	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0
ASV_24741	0	2	38	28	0	0	0	3	0	15	0	23	0	0	0	9
ASV_24742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_24743	2	0	1	20	6	0	5	5	0	0	0	0	0	0	0	20
ASV_24744	2	0	0	0	0	0	22	0	18	0	60	0	0	0	14	5
ASV_24748	0	0	9	5	0	16	0	63	0	10	0	3	0	0	0	0
ASV_24752	0	10	2	9	0	0	0	0	0	0	1	1	0	29	22	19
ASV_24753	56	0	0	0	11	0	41	6	0	0	0	0	0	5	0	0
ASV_24754	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_24757	3	0	0	0	0	0	7	0	5	0	0	0	3	0	0	2
ASV_24763	0	0	0	0	6	0	0	0	103	0	8	0	0	0	0	0
ASV_24765	0	4	7	3	1	1	0	1	2	0	0	5	0	0	2	9
ASV_24768	0	3	0	3	0	0	0	0	0	5	0	0	0	0	0	2
ASV_24770	22	3	0	0	0	0	0	5	0	2	0	32	0	47	0	5
ASV_24771	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_24775	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_24778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49
ASV_24782	0	29	5	13	0	9	0	11	0	13	0	5	0	1	0	10
ASV_24783	7	0	0	0	51	0	9	0	47	0	0	0	0	0	0	0
ASV_24784	0	1	0	0	0	3	1	95	0	2	0	10	0	2	0	0
ASV_24785	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_24792	49	0	0	0	30	0	0	0	2	0	7	0	14	1	0	7
ASV_24798	0	0	0	0	0	0	49	0	23	0	3	0	11	0	0	0
ASV_24799	0	0	3	2	0	0	0	0	0	2	0	4	0	15	0	12
ASV_24802	2	17	11	14	1	2	0	5	0	2	0	0	0	7	0	15
ASV_24804	1	2	0	1	0	0	8	0	2	0	1	0	0	4	0	0
ASV_24805	0	0	0	0	1	0	4	6	87	0	8	4	1	0	0	0
ASV_24807	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24813	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_24820	2	1	0	0	89	0	11	0	0	0	1	0	5	0	0	0
ASV_24821	0	0	0	0	0	0	0	0	108	0	0	0	0	1	0	0
ASV_24824	5	0	0	5	0	3	0	0	0	0	0	3	22	0	0	0
ASV_24832	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_24834	0	3	2	0	0	0	0	0	1	0	1	0	10	0	0	1
ASV_24839	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0
ASV_24842	1	16	9	15	0	2	0	2	0	6	0	16	0	11	0	14
ASV_24843	0	5	1	1	2	2	0	4	0	5	0	4	0	12	0	5
ASV_24845	13	0	0	0	1	0	8	2	77	0	0	0	2	0	0	1
ASV_24846	40	0	0	0	4	0	16	0	36	0	2	3	3	0	0	0
ASV_24847	12	0	0	0	20	0	42	0	28	0	0	0	0	2	0	0
ASV_24848	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24851	4	5	6	2	8	0	2	0	4	0	0	0	0	1	0	9
ASV_24854	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	79
ASV_24858	0	46	2	1	0	33	0	0	0	8	0	0	0	1	2	1
ASV_24859	3	14	11	27	0	0	1	0	0	0	0	0	0	0	3	6
ASV_24865	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24869	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	6
ASV_24871	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24872	0	0	0	0	0	0	0	0	0	0	15	1	84	0	0	0
ASV_24877	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_24878	0	0	0	0	0	0	8	0	8	0	69	2	0	0	0	0
ASV_24894	0	8	19	12	3	1	0	1	2	4	0	3	0	7	0	12
ASV_24900	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_24901	5	3	3	12	0	0	0	4	0	2	1	11	0	24	27	1
ASV_24903	0	0	0	0	0	0	0	84	0	6	0	2	0	2	0	0
ASV_24911	0	0	0	0	1	0	8	0	20	0	2	0	57	0	0	0
ASV_24913	0	9	1	2	0	6	0	0	0	2	0	5	41	0	0	0
ASV_24914	1	0	0	1	0	2	0	6	8	4	0	0	0	0	0	0
ASV_24915	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24916	16	0	0	0	76	0	1	0	0	0	0	0	0	0	0	0
ASV_24919	0	27	3	1	0	2	0	4	0	4	1	9	0	9	4	10
ASV_24922	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_24929	3	2	0	1	21	0	10	1	28	0	4	2	3	1	3	2
ASV_24931	2	0	0	0	36	0	5	0	40	0	3	0	2	1	2	0
ASV_24937	18	1	0	4	0	0	0	1	0	0	0	3	0	0	0	3
ASV_24943	0	0	0	0	0	0	67	0	0	0	2	4	13	0	0	0
ASV_24947	0	16	32	14	1	4	1	2	0	2	0	1	0	1	0	7
ASV_24955	0	2	3	3	0	0	0	1	0	10	9	13	0	2	0	0
ASV_24956	2	0	0	0	0	0	25	0	39	0	9	0	12	0	0	0
ASV_24958	0	2	14	10	0	0	0	0	0	0	0	0	0	0	61	0
ASV_24959	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0
ASV_24960	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24969	0	0	1	0	0	4	0	2	0	3	2	3	0	53	0	10
ASV_24971	0	0	0	0	1	0	0	0	83	0	0	0	2	0	0	0
ASV_24979	0	0	0	0	13	0	71	0	0	0	0	0	0	0	0	0
ASV_24982	32	0	0	0	40	0	8	2	1	0	1	0	0	2	0	0
ASV_24983	0	9	0	0	0	0	0	56	20	1	0	0	0	0	0	0
ASV_24989	0	1	0	0	49	2	32	1	0	0	0	0	0	0	0	0
ASV_24990	0	0	0	0	0	0	37	0	48	0	0	0	0	0	0	0
ASV_24993	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24996	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24998	0	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0
ASV_24999	6	0	0	0	6	0	1	0	55	0	14	0	0	0	0	0
ASV_25000	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0
ASV_25009	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ASV_25010	0	82	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25012	9	1	0	0	0	0	3	0	6	0	0	0	0	0	0	0
ASV_25013	5	0	0	0	0	0	64	9	0	0	3	2	0	0	0	0
ASV_25015	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_25020	4	0	0	0	4	0	2	0	41	0	31	0	0	0	0	0
ASV_25028	36	2	8	2	0	0	0	0	0	0	0	0	0	0	0	21
ASV_25035	0	0	0	0	0	1	0	1	0	0	0	0	0	6	0	4
ASV_25045	2	3	0	1	0	2	2	0	3	0	0	0	3	0	0	0
ASV_25047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_25048	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_25052	1	11	15	8	1	1	0	6	2	8	0	2	0	6	0	4
ASV_25053	8	4	3	4	5	0	0	0	29	2	6	0	3	3	0	6
ASV_25054	3	1	0	3	5	0	10	4	10	0	6	0	0	3	0	1
ASV_25055	0	0	0	0	0	0	0	0	71	0	7	0	0	0	0	0
ASV_25065	2	6	2	2	1	1	5	2	38	0	6	3	0	1	0	6
ASV_25066	1	18	12	13	0	4	1	0	0	1	0	2	0	1	0	6
