#OTUID	KOSMOSD15_M1AS_UU	KOSMOSD15_MPAS_UU	KOSMOSD1_M1BS_UU	KOSMOSD1_MPBS_UU	KOSMOSD24_M1AS_UU	KOSMOSD24_MPAS_UU	KOSMOSD32_M1AS_UU	KOSMOSD32_MPAS_UU	KOSMOSD36_M1AS_UU	KOSMOSD36_MPAS_UU	KOSMOSD42_M1AS_UU	KOSMOSD42_MPAS_UU	KOSMOSD48_M1AS_UU	KOSMOSD48_MPAS_UU	KOSMOSD8_M1AS_UU	KOSMOSD8_MPAS_UU
ASV_6303	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_6312	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_6315	184	16	7	12	25	3	46	0	81	3	86	6	60	3	47	2
ASV_6317	0	6	0	3	0	10	0	18	0	21	0	24	0	19	0	11
ASV_6323	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6326	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ASV_6328	0	0	15	7	0	0	0	5	0	2	0	1	0	3	0	0
ASV_6329	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_6345	0	0	3	0	0	2	0	0	0	2	0	0	0	2	0	0
ASV_6348	0	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6355	0	0	6	0	0	0	0	1	0	0	0	2	0	0	0	1
ASV_6356	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0
ASV_6357	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_6359	0	5	2	1	0	2	0	0	0	0	0	0	0	0	0	10
ASV_6400	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_6402	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	16
ASV_6404	0	0	1	1	0	0	0	0	0	0	0	0	0	8	3	0
ASV_6412	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_6414	2	2	0	0	0	0	0	3	7	1	0	0	11	0	0	0
ASV_6418	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
ASV_6421	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6424	0	0	0	0	0	11	0	0	5	0	0	0	0	2	2	0
ASV_6448	0	0	0	0	0	0	0	13	0	0	0	0	0	0	6	0
ASV_6456	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV_6458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV_6468	0	1	28	10	0	0	0	0	0	0	0	4	0	0	0	0
ASV_6479	0	10	99	20	0	3	0	10	0	5	0	6	0	5	0	3
ASV_6480	0	1	0	2	2	0	0	5	0	0	1	3	0	126	0	0
ASV_6486	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6489	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6505	0	6	0	2	0	1	0	0	0	17	0	0	0	0	0	0
ASV_6513	0	0	0	0	7	0	2	0	4	1	3	0	0	0	0	0
ASV_6521	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0
ASV_6522	0	32	74	23	0	6	1	0	0	0	0	0	0	0	0	3
ASV_6566	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
ASV_6590	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_6597	0	0	2	0	0	1	0	5	0	0	0	0	0	0	0	5
ASV_6604	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
ASV_6612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_6623	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_6625	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_6627	0	0	71	18	0	7	0	0	0	0	0	3	0	2	101	15
ASV_6635	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
ASV_6637	0	6	13	1	0	0	0	2	0	2	0	0	0	0	0	0
ASV_6685	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6696	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_6697	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_6700	0	4	11	0	0	1	0	0	0	0	0	2	0	0	0	0
ASV_6705	0	2	1	5	0	0	0	0	0	0	2	0	8	0	0	0
ASV_6711	108	3	0	0	0	14	0	2	0	0	0	0	1	3	0	3
ASV_6720	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_6727	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_6742	0	19	237	110	0	41	0	19	0	0	0	2	0	4	9	6
ASV_6744	3	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0
ASV_6755	0	0	0	0	0	2	0	0	1	1	0	6	14	1	0	0
ASV_6772	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_6780	6	0	2	0	16	0	5	0	20	3	6	0	5	0	0	0
ASV_6789	0	24	44	9	0	3	0	6	0	7	0	9	0	8	4	1
ASV_6798	2	0	15	8	0	2	0	0	0	1	0	0	0	0	0	0
ASV_6824	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6841	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_6842	222	0	322	35	3	1	0	1	0	25	0	9	0	16	25	0
ASV_6853	2	0	0	0	2	0	0	8	0	0	0	0	0	4	0	0
ASV_6878	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6880	0	126	147	67	0	257	0	14	1	283	11	1019	1	1656	7329	39
ASV_6883	0	0	0	4	0	0	0	6	0	2	0	0	0	0	0	0
ASV_6888	0	4	4	16	0	8	1	0	0	0	0	0	0	4	0	6
ASV_6890	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_6899	0	0	7	2	0	3	0	2	0	0	0	0	0	1	0	0
ASV_6901	27	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0
ASV_6909	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_6923	0	8	4	2	0	2	0	0	0	0	0	2	0	2	0	0
ASV_6931	7	7	1	1	0	1	0	2	0	0	0	0	0	0	0	5
ASV_6940	0	3	0	7	0	21	0	14	0	0	0	1	0	0	0	2
ASV_6942	0	0	0	0	0	0	0	0	0	0	0	13	0	12	0	0
ASV_6947	1	0	0	0	4	0	7	0	14	0	1	0	2	2	0	0
ASV_6950	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_6965	0	12	0	1	0	1	0	0	0	2	0	0	0	1	0	2
ASV_6970	10	0	10	8	2	1	0	1	14	0	1	5	3	0	0	0
ASV_6974	0	0	65	10	0	1	0	0	0	0	0	0	0	0	0	0
ASV_6980	0	7	7	5	0	0	0	0	0	0	0	0	0	0	0	2
ASV_6989	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_7006	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7011	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_7012	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_7019	0	39	0	0	0	32	0	0	0	0	0	0	0	0	0	0
ASV_7024	0	1	2	3	0	0	0	6	0	0	0	0	0	0	0	0
ASV_7031	1	0	0	0	4	1	7	1	11	0	5	0	6	0	0	0
ASV_7032	1	0	0	0	3	0	5	0	6	0	2	0	3	0	1	0
ASV_7033	2	0	0	0	5	0	3	0	7	0	5	0	8	3	0	0
ASV_7038	0	13	1	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_7052	0	4	20	4	0	7	0	0	0	0	0	0	0	0	0	2
ASV_7065	0	0	1	3	0	0	0	0	0	0	0	11	0	4	0	0
ASV_7088	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0
ASV_7098	0	0	27	4	0	0	0	0	0	0	0	0	0	2	0	0
ASV_7099	2	0	0	0	6	0	3	0	15	1	2	0	9	0	0	0
ASV_7119	4	4	68	15	0	19	0	3	0	0	0	0	0	6	2	0
ASV_7124	5	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_7139	0	0	100	32	3	0	0	5	0	24	0	3	0	1	0	0
ASV_7155	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0
ASV_7160	1	0	0	0	9	0	3	1	19	1	7	0	10	0	3	0
ASV_7203	5	3	17	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7224	3	0	0	0	13	0	6	1	6	0	8	0	4	0	0	0
ASV_7229	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_7251	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7277	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7290	15	0	12	7	0	10	0	7	1	4	0	27	0	25	0	5
ASV_7291	6	9	11	25	6	31	1	21	0	10	0	39	0	43	0	0
ASV_7306	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7358	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_7388	1	0	0	0	0	0	0	7	1	0	0	0	4	0	0	0
ASV_7391	0	0	0	0	3	0	2	0	5	0	1	0	4	0	0	0
ASV_7392	2	0	0	0	8	0	0	0	9	0	7	0	1	0	0	0
ASV_7393	0	0	0	0	3	0	1	2	4	0	5	0	0	0	0	0
ASV_7457	0	1	24	9	1	12	0	3	0	0	0	1	0	4	0	0
ASV_7465	3	0	0	3	4	0	2	0	0	0	0	0	3	0	0	0
ASV_7468	0	0	2	5	0	1	0	0	0	0	0	1	0	0	0	1
ASV_7471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_7474	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
ASV_7475	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_7506	3	0	0	0	5	0	0	0	4	0	4	0	5	0	0	0
ASV_7554	0	0	3	3	0	1	0	2	0	1	0	5	0	1	1	0
ASV_7562	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0
ASV_7567	0	3	0	0	0	0	0	18	0	116	0	63	0	30	0	0
ASV_7571	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
ASV_7574	0	71	47	31	0	31	0	43	0	8	0	13	0	301	0	6
ASV_7576	2	9	0	0	0	1	0	0	0	0	0	4	6	2	1	0
ASV_7579	2	1	0	0	0	0	8	4	0	1	4	9	1	2	0	0
ASV_7589	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_7592	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_7604	0	16	52	10	0	33	0	35	34	5	1	8	1	0	0	4
ASV_7605	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_7607	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ASV_7610	2	17	0	0	0	2	0	4	0	3	0	0	0	0	1	0
ASV_7611	0	25	0	0	89	9	20	13	45	107	0	55	2	103	0	38
ASV_7622	5	0	1	0	0	0	6	1	0	0	0	0	0	1	2	0
ASV_7624	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_7627	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7639	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7640	0	31	0	16	0	32	0	0	0	19	0	4	0	0	0	0
ASV_7642	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_7656	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0
ASV_7660	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_7664	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0
ASV_7667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_7668	0	2	20	10	0	7	0	0	0	0	0	0	0	0	0	3
ASV_7676	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7679	19	0	0	0	5	0	0	0	10	3	0	0	48	0	0	0
ASV_7680	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_7692	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_7700	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7703	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_7704	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_7706	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7707	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7714	10	10	14	11	2	14	0	1	1	29	0	11	0	5	0	7
ASV_7715	0	3	0	0	0	0	0	20	0	0	0	3	0	3	0	0
ASV_7716	35	2	30	3	0	1	0	1	0	0	0	0	0	0	0	0
ASV_7726	19	0	0	0	0	0	16	2	0	2	0	0	5	0	1	0
ASV_7727	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7732	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_7740	37	14	3	2	2	3	0	6	15	15	16	2	4	3	0	3
ASV_7746	0	0	2	1	0	2	0	5	0	0	0	2	0	0	0	1
ASV_7750	37	2	3	4	0	4	0	0	0	0	0	0	1	1	0	3
ASV_7759	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ASV_7760	1	4	0	0	0	0	0	0	0	1	5	5	1	1	0	0
ASV_7764	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_7766	1	8	3	2	0	16	0	7	0	0	0	0	0	0	0	0
ASV_7768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_7769	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
ASV_7770	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_7774	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_7778	11	0	4	2	0	8	0	12	2	5	0	23	0	7	0	3
ASV_7783	0	0	0	0	0	0	0	2	0	3	0	28	0	38	0	0
ASV_7784	30	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_7785	0	3	0	1	0	1	2	9	0	0	0	0	0	1	0	2
ASV_7793	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_7795	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_7799	0	4	1	9	0	24	0	22	0	0	0	1	0	3	0	0
ASV_7807	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7818	0	0	0	0	0	0	0	0	0	1	10	0	30	0	0	0
ASV_7828	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_7831	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0
ASV_7832	0	15	0	3	0	2	0	0	1	10	2	150	2	3	21	1
ASV_7835	0	13	6	2	0	3	0	0	0	2	0	50	0	0	0	7
ASV_7837	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7842	0	5	5	0	0	13	0	0	1	0	0	54	0	173	9	5
ASV_7843	0	0	20	2	0	2	0	0	0	0	0	0	0	0	0	0
ASV_7855	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7858	0	2	0	0	0	0	0	2	0	0	0	0	46	0	0	2
ASV_7861	23	10	5	0	2	11	0	2	1	4	0	0	0	1	0	5
ASV_7865	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0
ASV_7867	0	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7868	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_7871	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_7873	18	11	25	5	0	24	0	4	0	7	0	4	0	17	0	8
ASV_7874	0	4	9	0	0	3	0	2	0	0	0	0	0	0	0	0
ASV_7886	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7893	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0
ASV_7908	0	23	2	6	0	0	0	22	0	24	2	12	0	54	0	7
ASV_7909	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0
ASV_7910	0	0	15	12	0	0	0	0	0	6	0	0	0	0	15	0
ASV_7911	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
ASV_7918	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7924	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7928	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
ASV_7942	0	2	0	0	0	5	0	7	0	0	0	0	0	0	0	0
ASV_7947	0	0	0	0	0	21	0	1	0	0	0	0	0	0	0	0
ASV_7954	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7955	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
ASV_7957	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
ASV_7958	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	19
ASV_7960	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7969	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7981	0	0	0	0	0	0	0	2	0	6	0	9	0	29	0	0
ASV_7993	0	0	40	5	0	0	0	7	0	14	67	40	181	2	0	0
ASV_7996	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ASV_8001	77	1	4	2	2	4	2	2	3	2	0	5	0	1	2	2
ASV_8008	73	2	25	7	3	14	1	4	7	2	50	11	10	5	0	7
ASV_8009	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ASV_8010	0	5	0	0	0	0	4	4	6	0	0	2	20	1	0	0
ASV_8050	9	0	0	0	2	0	0	0	4	0	0	0	0	0	5	3
ASV_8059	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8066	0	15	0	3	0	11	0	7	0	1	0	0	0	4	0	3
ASV_8067	0	5	67	19	0	6	0	0	0	0	0	0	4	0	3	0
ASV_8068	0	0	36	49	0	0	0	36	0	58	25	5	2867	73	0	0
ASV_8069	0	0	0	0	0	0	0	0	0	5	0	1	0	7	0	0
ASV_8076	0	0	0	0	0	0	0	0	0	7	0	36	0	73	0	0
ASV_8078	0	0	0	0	0	101	0	5	0	1	0	1	0	8	0	0
ASV_8084	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
ASV_8096	1	157	2	2	0	1	0	26	0	0	0	42	0	10	0	14
ASV_8101	0	7	14	0	0	6	0	3	0	4	2	4	0	3	0	0
ASV_8103	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8110	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8111	381	4	13	3	2	10	0	2	1	4	8	4	27	7	0	2
ASV_8115	0	0	25	97	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8121	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8132	0	0	14	6	0	0	0	1	0	0	0	0	0	0	0	3
ASV_8148	0	78	154	129	0	406	0	13	0	12	0	3	0	395	0	10
ASV_8157	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8158	0	26	1	3	0	16	0	1	0	2	0	0	0	0	0	4
ASV_8160	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_8164	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8165	0	8	5	1	0	0	0	0	0	0	0	5	0	0	0	0
ASV_8184	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
ASV_8187	0	4	1	0	0	10	0	0	0	0	0	1	0	0	0	1
ASV_8189	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0
ASV_8196	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_8205	3	0	5	0	0	9	0	2	1	0	0	1	0	0	0	1
ASV_8206	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0
ASV_8216	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8222	0	75	0	0	0	0	0	1	0	24	0	148	0	59	0	82
ASV_8225	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8226	0	30	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_8230	0	1	3	0	0	0	0	0	0	0	0	9	0	19	7	0
ASV_8235	4	3	0	0	0	0	1	1	3	0	0	1	0	0	0	0
ASV_8245	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8259	0	1	0	0	0	0	5	0	8	0	1	0	0	0	2	0
ASV_8268	134	3	4	0	0	6	0	4	0	0	0	0	18	6	0	7
ASV_8269	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_8275	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_8282	0	3	21	3	0	0	0	4	0	7	30	0	6	0	0	0
ASV_8283	698	4	18	1	96	7	86	7	331	16	91	18	75	4	10	0
ASV_8286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_8287	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
ASV_8293	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8312	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_8325	0	0	0	0	0	0	0	0	296	0	4	0	0	0	0	0
ASV_8329	2	4	0	0	0	0	4	0	5	0	0	0	2	0	2	0
ASV_8332	0	6	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ASV_8347	0	3	3	0	0	19	0	0	0	0	0	0	0	0	2	7
ASV_8358	1335	539	802	965	966	479	704	1581	3696	1458	10745	666	4027	628	26	248
ASV_8365	6	0	0	0	67	7	16	0	286	0	11	2	0	3	0	0
ASV_8384	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_8385	3	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
ASV_8386	0	0	2	0	0	0	0	1	5	0	0	0	0	2	1	0
ASV_8399	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	10
ASV_8400	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8401	306	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_8407	0	0	5	6	0	5	0	0	51	0	10	0	34	0	0	0
ASV_8420	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8449	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8462	0	5	21	8	0	10	0	1	0	0	0	0	0	4	0	0
ASV_8463	10	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_8471	0	0	409	44	0	0	0	1	0	1	1	2	0	0	0	0
ASV_8493	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_8494	0	3	2	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV_8500	0	0	39	7	0	0	0	0	0	0	0	5	0	0	0	0
ASV_8511	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8514	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8519	0	0	0	0	0	18	0	0	0	0	0	0	0	5	0	0
ASV_8527	2	2	0	0	2	3	2	0	0	0	0	0	0	1	0	4
ASV_8541	0	1	0	0	0	0	0	2	0	0	0	3	0	9	0	0
ASV_8546	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_8572	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0
ASV_8574	97	2	14	4	2	0	1	7	0	2	0	3	0	4	0	7
ASV_8578	0	1	1	0	0	1	0	3	0	0	0	0	0	0	0	0
ASV_8594	3	3	3	1	1	5	0	0	0	0	0	0	0	0	0	0
ASV_8612	89	0	8	2	0	31	0	15	0	0	0	0	0	2	2	1
ASV_8614	31	0	2	0	4	0	18	0	16	0	11	0	10	0	29	0
ASV_8625	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8627	18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_8630	0	0	0	0	0	2	0	2	3	0	19	2	121	2	0	0
ASV_8670	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8673	292	0	0	0	2	0	0	0	0	0	0	9	0	0	0	0
ASV_8675	0	3	0	0	0	0	0	7	0	3	0	0	0	27	0	0
ASV_8694	0	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0
ASV_8697	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2
ASV_8699	0	0	0	0	0	0	0	0	0	0	0	6	0	7	0	0
ASV_8709	4	3	42	9	1	3	0	2	0	3	0	0	0	0	3	2
ASV_8723	0	0	0	0	0	0	4	16	0	5	0	4	0	4	0	0
ASV_8725	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8728	21	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_8748	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0
ASV_8780	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_8781	2	24	2	0	0	7	0	0	1	0	0	3	2	1	0	1
ASV_8787	0	1	8	3	0	1	0	0	0	0	0	0	0	0	0	0
ASV_8790	0	0	0	0	0	16	0	2	0	0	0	0	0	0	0	0
ASV_8791	0	0	2	2	0	0	0	4	0	2	0	0	0	2	0	0
ASV_8821	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ASV_8827	2	2	30	19	0	0	0	7	0	1	0	1	0	2	1	6
ASV_8862	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8866	0	3	0	0	0	6	0	32	0	2	0	7	0	3	0	2
ASV_8873	2	15	2	9	0	0	0	0	0	0	4	0	1	1	0	0
ASV_8885	36	20	18	25	0	0	0	1	10	21	20	19	53	7	0	3
ASV_8894	3	3	0	0	0	2	0	0	0	3	0	3	20	0	1	0
ASV_8904	0	1	0	0	0	3	0	19	0	0	0	0	0	0	0	0
ASV_8912	0	0	614	529	0	74	0	0	0	38	2	74	0	2	0	2
ASV_8918	11	2	5	0	0	2	0	2	0	5	0	4	2	0	0	0
ASV_8934	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_8950	0	9	629	196	0	2	0	0	0	0	0	0	0	0	0	11
ASV_8967	2	4	165	252	0	39	0	23	0	0	0	2	0	7	95	23
ASV_8971	0	0	12	17	0	1	0	0	0	0	0	0	0	0	0	0
ASV_8994	0	86	1	1	0	4	0	3	0	4	0	4	0	31	0	7
ASV_9022	0	2	0	0	0	0	0	0	2	0	1	0	5	0	0	1
ASV_9026	0	0	20	9	0	0	0	0	0	0	0	0	0	57	0	0
ASV_9032	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9049	0	7	0	0	0	9	0	0	0	6	0	5	0	0	0	0
ASV_9057	0	0	0	0	0	0	4	0	20	3	0	0	0	0	0	0
ASV_9089	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9093	2	0	0	0	0	0	4	0	0	1	5	7	1	0	0	0
ASV_9110	0	0	3	3	0	0	0	0	0	0	0	2	21	1	0	0
ASV_9133	0	1	23	2	0	7	0	2	0	0	0	1	0	2	0	0
ASV_9149	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9155	0	0	2	1	0	0	0	27	0	24	0	23	0	39	0	0
ASV_9162	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	3
ASV_9168	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_9181	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9187	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_9197	0	2	2	0	0	1	0	3	0	0	0	0	0	0	0	0
