#OTUID	KOSMOSD15_M1AS_UU	KOSMOSD15_MPAS_UU	KOSMOSD1_M1BS_UU	KOSMOSD1_MPBS_UU	KOSMOSD24_M1AS_UU	KOSMOSD24_MPAS_UU	KOSMOSD32_M1AS_UU	KOSMOSD32_MPAS_UU	KOSMOSD36_M1AS_UU	KOSMOSD36_MPAS_UU	KOSMOSD42_M1AS_UU	KOSMOSD42_MPAS_UU	KOSMOSD48_M1AS_UU	KOSMOSD48_MPAS_UU	KOSMOSD8_M1AS_UU	KOSMOSD8_MPAS_UU
ASV_2449	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_2451	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_2452	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_2456	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2457	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2470	0	3	2	0	0	0	0	0	0	0	0	0	0	16	0	2
ASV_2474	0	0	2	3	0	0	0	0	0	2	0	2	0	4	2	0
ASV_2476	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2482	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_2483	0	10	8	17	0	16	0	8	1	12	32	0	10	0	0	0
ASV_2487	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV_2498	0	3	0	0	0	0	0	3	0	0	1	3	0	0	0	0
ASV_2499	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
ASV_2504	0	4	3	5	0	2	0	2	0	1	0	0	0	0	0	1
ASV_2512	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_2513	0	4	0	0	0	5	0	53	0	16	0	10	0	126	0	0
ASV_2514	22	25	32	10	1	13	12	15	11	4	1	0	1	19	0	19
ASV_2517	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2519	0	50	0	0	0	0	0	0	0	106	0	13	0	65	2	0
ASV_2532	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_2534	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_2535	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0
ASV_2547	75	0	2	1	59	8	10	11	95	0	0	4	0	5	0	0
ASV_2549	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ASV_2554	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ASV_2567	0	2	4	2	0	0	0	2	0	0	0	0	0	2	0	0
ASV_2569	0	37	0	3	0	0	0	297	0	12388	2	115	1	72	0	29
ASV_2570	0	21	134	55	0	41	0	10	0	2	0	10	0	38	0	0
ASV_2574	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_2575	15	19	119	92	0	39	0	13	0	70	1	15	0	16	0	1
ASV_2578	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2593	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_2597	14	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ASV_2599	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0
ASV_2601	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2603	0	26	48	114	0	5	0	0	0	27	1	19	0	0	0	14
ASV_2604	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV_2605	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_2610	0	30	0	0	0	17	0	3	0	3	2	0	0	2	0	0
ASV_2612	0	58	1098	606	1	285	0	66	2	295	1	135	0	170	5	15
ASV_2626	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_2629	0	0	0	0	0	0	0	0	0	3	3	4	0	2	0	0
ASV_2636	0	0	2	1	0	0	0	0	0	0	0	0	0	3	0	0
ASV_2637	43	2	8	10	1	10	0	4	0	2	0	8	0	0	0	2
ASV_2646	4	0	1	0	0	0	0	4	1	0	0	9	0	0	0	0
ASV_2653	3	9	18	1	0	3	0	0	0	0	0	0	0	1	0	23
ASV_2656	0	204	20	2	0	9	0	25	0	16	0	19	0	15	0	3
ASV_2657	0	166	50	77	0	12	0	49	0	63	0	21	0	5	0	4
ASV_2659	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_2677	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_2682	0	2	5	7	0	0	0	2	0	0	0	0	0	0	0	0
ASV_2694	13	7	0	3	0	0	2	2	23	6	20	3	35	3	0	2
ASV_2698	0	0	0	2	0	0	0	2	0	1	0	3	0	0	0	0
ASV_2708	0	2	0	0	0	0	0	6	0	1	0	0	0	2	0	0
ASV_2714	6	1	1	0	0	1	0	2	1	4	0	0	0	4	0	0
ASV_2721	0	0	0	1	0	0	0	2	0	0	0	25	0	278	0	0
ASV_2724	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_2730	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_2734	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_2736	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
ASV_2738	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_2745	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_2756	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_2757	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_2759	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV_2760	0	7	1	0	0	2	0	0	0	1	1	2	0	0	0	0
ASV_2761	0	7	0	0	0	0	0	0	0	0	0	11	0	32	0	0
ASV_2762	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_2773	7	0	0	0	2	0	0	5	2	0	0	2	0	2	0	0
ASV_2789	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_2792	0	2	8	9	0	3	0	4	0	2	0	1	0	3	1	0
ASV_2793	190	24	247	563	5	52	0	25	0	2	2	5	0	0	9	27
ASV_2794	0	0	0	0	0	0	0	0	0	4	0	3	1	0	0	0
ASV_2796	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2805	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_2820	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0
ASV_2822	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_2828	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_2830	0	8	14	2	0	1	0	0	0	0	0	10	0	0	0	4
ASV_2833	0	1	0	0	0	0	0	3	0	7	0	6	0	4	0	0
ASV_2834	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_2835	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_2842	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_2856	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_2862	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2865	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV_2866	0	0	0	0	12	0	5	0	7	2	0	0	4	0	1	0
ASV_2872	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_2888	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2890	0	0	0	0	0	0	0	1	0	3	0	7	0	2	1	0
ASV_2899	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_2901	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_2903	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_2908	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2914	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_2923	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2925	40	0	0	0	0	3	0	3	0	0	2	1	0	2	0	0
ASV_2927	0	2	2	3	0	4	0	3	0	1	0	0	0	7	0	5
ASV_2928	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_2931	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2933	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_2960	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2964	0	0	91	5	0	0	0	6	0	0	0	8	0	13	0	0
ASV_2966	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2980	2	68	9	18	0	2	0	16	0	4	0	0	0	0	5	4
ASV_2981	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV_2982	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_2995	0	36	1	5	4	529	0	115	0	61	0	7	0	7	0	1
ASV_2996	119	0	31	45	61	1	0	16	2	8	0	6	0	3	22	8
ASV_2998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_2999	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3005	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3014	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3018	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV_3027	454	10	55	9	5	25	5	9	16	2	14	21	52	14	1	3
ASV_3028	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ASV_3031	5	8	4	1	1	7	0	2	10	0	14	0	4	1	0	1
ASV_3041	2	7	3	0	21	2	7	54	5	1	37	3	53	9	1	10
ASV_3045	0	5	13	5	0	2	0	0	0	0	0	0	0	0	0	0
ASV_3048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_3049	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_3050	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3061	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_3062	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3070	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_3077	61	1	0	0	1	2	0	1	0	0	2	4	0	0	0	0
ASV_3081	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
ASV_3105	8	1	2	1	0	2	0	5	0	0	0	6	0	16	18	0
ASV_3111	0	0	0	0	0	0	0	0	0	16	0	208	0	48	0	0
ASV_3114	122	0	3	3	10	8	2	3	3	0	0	2	1	7	1	1
ASV_3115	0	12	26	24	0	6	0	2	0	5	0	0	0	9	0	0
ASV_3116	0	0	0	0	0	0	0	0	0	0	0	37	0	71	0	0
ASV_3117	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3120	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_3123	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3128	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0
ASV_3132	29	19	16	15	80	17	1	4	2	0	0	6	0	2	2	5
ASV_3134	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3136	0	0	11	7	2	1	0	4	0	0	0	0	0	0	0	0
ASV_3139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_3140	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0
ASV_3141	6	0	0	0	0	0	4	1	6	1	0	0	0	2	0	0
ASV_3143	49	0	10	6	2	1	0	3	0	6	0	2	0	11	0	0
ASV_3149	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3152	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_3155	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3157	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_3163	0	7	10	55	0	0	0	21	0	1802	0	261	1	12	0	7
ASV_3164	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3167	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_3168	0	0	0	0	7	9	3	2	7	0	5	2	33	2	0	2
ASV_3177	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_3179	0	1	4	0	0	6	0	0	0	0	0	0	0	1	0	4
ASV_3188	0	7	5	9	0	1	0	1	0	2	0	8	0	13	0	0
ASV_3190	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_3191	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_3194	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_3196	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_3212	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_3213	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_3223	1	14	1	0	0	8	0	13	0	1	0	0	0	0	0	7
ASV_3234	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3235	0	0	5	3	0	0	0	14	0	1	0	7	0	6	0	0
ASV_3246	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_3250	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3256	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_3259	103	0	0	1	1	0	0	3	5	3	2	2	6	1	2	1
ASV_3272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_3275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_3283	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_3288	0	3	0	2	11	3	5	3	0	0	0	0	0	0	0	2
ASV_3293	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_3295	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0
ASV_3296	20	3	6	1	4	9	7	10	0	16	0	3	2	4	0	7
ASV_3297	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_3300	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
ASV_3301	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_3305	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3310	10	0	27	65	137	0	204	0	861	5	426	63	309	0	110	0
ASV_3320	0	53	0	0	3	0	0	0	0	0	0	0	0	44	0	2
ASV_3339	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_3342	0	0	0	1	0	0	0	0	0	1	0	2	0	10	0	3
ASV_3343	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_3344	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_3345	0	4	3	2	0	0	1	0	0	0	0	0	0	1	0	4
ASV_3367	0	1	4	0	0	1	0	3	0	11	0	0	0	2	0	3
ASV_3374	28	101	201	103	0	19	0	1	0	2	0	239	3	0	1191	15
ASV_3382	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ASV_3386	0	0	0	0	0	0	0	12	0	0	0	8	0	0	0	0
ASV_3391	0	1	0	0	0	16	0	0	0	0	0	0	0	2	0	0
ASV_3394	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3409	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_3410	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3417	190	60	0	0	77	404	143	317	390	302	262	220	246	59	0	0
ASV_3424	0	14	7	14	0	6	0	3	0	0	0	4	0	13	0	1
ASV_3425	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_3427	0	4	0	2	0	0	0	0	0	6	0	6	0	1	1	0
ASV_3429	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_3430	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_3441	0	5	0	0	0	19	0	2	0	4	0	0	0	5	0	5
ASV_3443	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ASV_3450	0	174	141	53	0	2	0	0	0	0	0	0	0	0	368	6
ASV_3456	0	524	0	1074	0	91	0	0	0	8	0	0	0	0	0	0
ASV_3457	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_3461	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_3467	0	9	1	0	0	0	0	0	0	2	0	6	0	0	0	2
ASV_3469	4	0	1	2	7	0	0	0	0	0	0	0	0	0	0	1
ASV_3473	0	0	14	1	0	1	0	1	0	0	0	0	0	44	0	0
ASV_3490	0	0	0	0	0	0	1	0	5	0	7	1	74	0	0	0
ASV_3492	0	0	0	0	0	0	0	1	0	0	0	1	0	16	0	0
ASV_3493	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV_3501	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
ASV_3505	19	0	2	1	0	1	0	0	0	0	0	1	0	2	0	3
ASV_3515	0	23	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_3520	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_3524	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_3532	0	0	0	1	16	0	1	2	3	6	15	0	0	0	0	0
ASV_3534	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0
ASV_3538	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_3540	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV_3541	4	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0
ASV_3554	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_3561	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
ASV_3571	0	0	0	0	0	0	0	8	0	7	0	5	0	0	0	0
ASV_3576	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_3582	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3583	0	0	71	19	0	0	0	0	0	0	0	4	0	5	0	0
ASV_3585	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_3586	15	7	1	4	23	10	15	37	39	9	27	11	124	12	1	4
ASV_3592	4	1	3	0	0	0	0	2	0	0	0	0	0	0	1	0
ASV_3598	0	100	2	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3603	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_3610	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3621	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_3624	0	2	0	0	0	0	0	0	0	2	1	0	0	6	0	2
ASV_3630	0	0	0	0	0	0	0	2	0	2	0	10	0	8	0	0
ASV_3639	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_3642	0	0	0	0	0	0	0	5	0	0	0	0	0	10	0	0
ASV_3643	19	5	0	4	3	9	1	8	0	3	0	0	2	0	4	0
ASV_3644	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_3655	0	15	16	11	0	1	0	8	0	20	0	3	0	8	0	4
ASV_3657	6	1	0	0	0	0	0	10	0	3	0	0	0	0	3	0
ASV_3658	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_3662	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0
ASV_3665	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_3695	21	55	44	32	3	55	0	122	0	84	4	340	1	6	34	6
ASV_3700	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_3701	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_3703	0	2	4	0	0	0	0	4	0	0	0	0	0	0	0	1
ASV_3704	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_3705	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3706	0	0	0	0	0	1	0	4	0	2	0	4	0	0	0	0
ASV_3707	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3710	5	0	0	0	0	0	0	0	3	0	9	0	2	1	2	0
ASV_3712	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_3713	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3717	0	0	5	1	0	0	0	2	0	0	0	0	0	0	0	0
ASV_3718	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3721	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_3727	193	13	936	215	85	16	133	511	518	15	194	65	214	98	310	2
ASV_3730	17	17	19	4	0	3	0	50	0	49	2	115	0	12	0	0
ASV_3737	0	11	0	0	0	4	0	3	0	7	2	20	0	3	0	0
ASV_3744	0	4	9	0	0	0	0	0	0	3	0	0	26	1	0	2
ASV_3778	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_3782	0	6	92	100	0	0	0	1	0	0	0	0	0	0	0	4
ASV_3788	0	20	114	52	0	65	0	14	0	79	0	8	20	15	0	4
ASV_3793	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_3806	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3810	3	6	0	0	0	0	0	0	0	2	0	1	0	2	0	1
ASV_3814	3	5	1	3	0	4	0	1	0	0	0	0	0	1	0	1
ASV_3815	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_3816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_3825	0	76	250	345	0	67	0	128	0	0	0	3	0	0	198	10
ASV_3830	0	1	0	0	0	0	0	3	0	4	0	0	0	2	0	0
ASV_3851	0	1	0	0	0	3	0	6	0	0	0	1	0	2	0	0
ASV_3854	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_3857	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2
ASV_3861	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3862	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV_3864	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0
ASV_3875	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3878	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_3884	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_3887	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3907	0	0	0	0	0	0	0	0	0	1	0	3	2	1	0	1
ASV_3922	483	56	79	62	100	47	16	65	80	10	329	20	55	34	5	4
ASV_3924	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3925	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3931	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
ASV_3932	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ASV_3936	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0
ASV_3944	2	8	0	0	0	3	0	6	0	19	0	3	0	31	0	3
ASV_3993	11	1	0	0	1	977	0	2	15	0	83	0	0	0	51	0
ASV_4000	2	4	1	0	0	1	0	0	0	0	0	0	0	1	0	0
ASV_4016	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_4017	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0
ASV_4022	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4039	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ASV_4045	13	23	7	1	0	16	0	4	0	6	0	0	0	2	4	599
ASV_4048	3	0	3	1	0	1	0	0	1	2	1	0	0	1	0	1
ASV_4050	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_4054	0	7	96	52	0	0	1	0	0	178	0	298	0	1	51	0
ASV_4056	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0
ASV_4057	23	38	343	148	5	11	1	17	5	11	10	8	37	7	56	27
ASV_4060	0	5	0	0	0	0	0	7	0	4	0	15	0	0	0	0
ASV_4064	338	17	125	358	30	11	21	60	109	5	283	80	1104	147	84	0
ASV_4066	120	23	89	107	94	387	313	182	223	231	55	122	11	99	418	78
ASV_4067	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_4071	1	42	0	6	0	16	0	22	0	5	0	12	0	18	0	5
ASV_4072	1427	118	135	112	299	105	38	244	244	32	1014	41	171	86	22	11
ASV_4077	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV_4079	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_4093	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_4097	8	84	310	357	1	33	0	6	6	32	0	11	1	2	73	101
ASV_4099	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_4102	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0
ASV_4103	1166	109	592	212	80	28	109	131	439	181	388	190	417	9	364	22
ASV_4104	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_4105	29	25	59	34	14	87	0	80	48	499	6	264	0	0	40	4
ASV_4109	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_4110	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_4111	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_4116	0	1452	0	0	0	170	0	41	0	0	0	0	0	0	0	0
ASV_4118	2	2	0	1	1	3	0	1	0	0	0	0	0	0	0	0
ASV_4123	3	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0
ASV_4125	44	42	24	36	28	55	4	79	6	12	7	18	7	2	27	0
ASV_4130	0	0	0	3	0	0	0	0	2	0	0	0	0	3	0	0
ASV_4138	21	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0
ASV_4141	16	2	16	8	0	3	0	12	0	1	0	16	0	18	18	1
ASV_4154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_4157	2	1	3	5	0	0	0	17	0	3	0	9	0	10	3	0
ASV_4164	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_4172	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_4174	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_4178	84	87	6	8	2	39	0	204	0	18	0	37	0	2	55	4
ASV_4185	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4186	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_4192	0	1	0	2	4	0	14	0	17	0	8	0	6	0	0	0
ASV_4195	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4198	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4199	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_4204	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	41
ASV_4206	0	0	13	7	2	0	0	0	7	0	5	0	4	0	0	0
ASV_4210	12	103	89	18	2	329	5	2384	2	107	2	146	0	9	6	0
ASV_4215	0	15	4	20	0	0	0	63	0	6	0	31	0	79	0	3
ASV_4224	0	0	3	0	0	8	0	3	0	3	0	0	0	0	0	0
ASV_4225	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_4228	16	0	3	0	0	3	0	3	0	0	0	5	0	3	1	0
