"","ASV","KOSMOS.D3.control1","KOSMOS.D3.control2","field_blank_mean_perc","envt_mean_perc","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1068","D_3__Candidatus_Kaiserbacteria$0062bba9a257b342e06e1cf5f934a2fb",0,38,7.2557578257167e-05,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","","",""
"1069","0c9582258dd533e4dcc64baf89c3b20d$Unassigned",0,38,7.2557578257167e-05,NA,"Unassigned","","","","","",""
"1070","32dba6f7448202dc99d52e3a17101a49$Unassigned",0,38,7.2557578257167e-05,NA,"Unassigned","","","","","",""
"1071","D_3__Rhodospirillales_D_4__uncultured$5abd0567cc68b4e2ebb84d069acef53e",0,38,7.2557578257167e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","","",""
"1072","61ddbe91520e4c29b81a32af8f2af257$Unassigned",0,38,7.2557578257167e-05,NA,"Unassigned","","","","","",""
"1073","D_3__Alteromonadales_D_4__Alteromonadaceae$74d109409c3fd925794d45ca2a689cc2",38,0,7.2557578257167e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas",""
"1074","78fd354f34938cddca8df0ca85b54f18$Unassigned",0,38,7.2557578257167e-05,NA,"Unassigned","","","","","",""
"1075","D_3__Brocadiales_D_4__GWA2-50-13$8d6bca6686fef2ea7a61146ea11a270b",0,38,7.2557578257167e-05,NA,"Bacteria","Planctomycetes","Brocadiae","Brocadiales","GWA2-50-13","",""
"1076","D_3__Tepidisphaerales_D_4__WD2101_soil_group$9226e05e6ca756c8a72492a91b38a9cf",0,38,7.2557578257167e-05,NA,"Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","",""
"1077","D_3__uncultured_bacterium_D_4__uncultured_bacterium$9d69d8ac5750155ac210c0735fa1d9e0",0,38,7.2557578257167e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"1078","b0962c485665d14542edb54d40dd635a$Unassigned",0,38,7.2557578257167e-05,NA,"Unassigned","","","","","",""
"1079","D_3__Candidatus_Yanofskybacteria_D_4__uncultured_bacterium$bcb110d032036274a00f0b9480bb0de7",0,38,7.2557578257167e-05,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Yanofskybacteria","","",""
"1080","D_3__Rickettsiales_D_4__SM2D12$c6c918191bf30630e444ae935ab622f0",0,38,7.2557578257167e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"1081","D_3__Oligoflexales_D_4__0319-6G20$f4456355a66f836154414d2715793a51",0,38,7.2557578257167e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"1082","D_3__Solibacterales_D_4__Solibacteraceae_(Subgroup_3)$fe7549b84797a39c28418382e9e69442",0,38,7.2557578257167e-05,NA,"Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Paludibaculum",""
"1083","D_3__Flavobacteriales_D_4__Flavobacteriaceae$8c5c645f45d6adc6e6855edcca0f19c4",0,37,7.0648168303031e-05,0.00106339552043037,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4_marine_group",""
"1084","D_3__Flavobacteriales_D_4__Crocinitomicaceae$8b8372389975e3ee41a25138d53db956",33,4,7.0648168303031e-05,0.00102980450669837,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix",""
"1085","$ad56c51cec12dfd6e5a6a30601795b3d",37,0,7.0648168303031e-05,7.00612572124705e-05,"Bacteria","Planctomycetes","OM190","","","",""
"1086","D_3__uncultured_bacterium_D_4__uncultured_bacterium$06881c6718bc1bbd1eceae40abf763ac",0,37,7.0648168303031e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"1087","096499a8586606723c64aa245e55333f$Unassigned",0,37,7.0648168303031e-05,NA,"Unassigned","","","","","",""
"1088","D_3__uncultured_bacterium_D_4__uncultured_bacterium$121bff2e1eaba076eb145a329dc30302",0,37,7.0648168303031e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"1089","14d7626a32fd9e9d8391f87fc8a0a00f$Unassigned",0,37,7.0648168303031e-05,NA,"Unassigned","","","","","",""
"1090","D_3__Dongiales_D_4__Dongiaceae$4033131e6635afda5f202a1e8602e713",0,37,7.0648168303031e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",""
"1091","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$40358b18bee852898c67263e00b0886d",0,37,7.0648168303031e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"1092","D_3__Blastocatellales_D_4__Blastocatellaceae$4797cd87e6a118221664b988d759b94d",0,37,7.0648168303031e-05,NA,"Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","",""
"1093","D_3__Candidatus_Nomurabacteria$550f7399992bc35fbdf232b74c2797f8",0,37,7.0648168303031e-05,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Nomurabacteria","","",""
"1094","D_3__Gemmatales_D_4__Gemmataceae$5522ca374a8256494f5d075c1c3e2c63",0,37,7.0648168303031e-05,NA,"Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata",""
"1095","$55c136fb43299f1dfadec42c27ed9c9c",37,0,7.0648168303031e-05,NA,"Bacteria","Planctomycetes","OM190","","","",""
"1096","D_3__uncultured_bacterium_D_4__uncultured_bacterium$5c837e93e3112baecedb89e0932982eb",0,37,7.0648168303031e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"1097","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$659f4aad449a0d857e134cd1729dc6df",37,0,7.0648168303031e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",""
"1098","6a4442885c3e22b9c1bac32dd2261ca6$Unassigned",0,37,7.0648168303031e-05,NA,"Unassigned","","","","","",""
"1099","D_3__Alteromonadales_D_4__Pseudoalteromonadaceae$710593011ea5c8330b1ffc630f9f9d71",37,0,7.0648168303031e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas",""
"1100","D_3__Sphingobacteriales_D_4__KD3-93$80e73e67eb31b7e801b2812800db743e",0,37,7.0648168303031e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","KD3-93","",""
"1101","82478facb3eb9c266faa82967bad9bca$Unassigned",0,37,7.0648168303031e-05,NA,"Unassigned","","","","","",""
"1102","D_3__Desulfuromonadales_D_4__Geobacteraceae$958ed75947bda577e1484348c4bced97",0,37,7.0648168303031e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geoalkalibacter",""
"1103","D_3__Sphingomonadales_D_4__Sphingomonadaceae$99608df30dfa777324b2cc37b328bebe",0,37,7.0648168303031e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter",""
"1104","D_3__Planctomycetales_D_4__uncultured$c0fbe4195d0f28c0e969e25900fcf704",0,37,7.0648168303031e-05,NA,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","","",""
"1105","D_3__Gemmatales_D_4__Gemmataceae$c7ee66e83835e0ef527336082ab4bb1f",37,0,7.0648168303031e-05,NA,"Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata",""
"1106","d123c13baf35ee3e09eb41db8c6755b3$Unassigned",0,37,7.0648168303031e-05,NA,"Unassigned","","","","","",""
"1107","D_3__Sphingomonadales_D_4__Sphingomonadaceae$e81b963886cb30cef1e93e7fa2b58500",0,37,7.0648168303031e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",""
"1108","D_3__Chitinophagales_D_4__Saprospiraceae$60c7e634299f7600b52e6fc1dee00fec",36,0,6.8738758348895e-05,0.00316683280888697,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","",""
"1109","D_3__Betaproteobacteriales_D_4__Methylophilaceae$5c1bf400f2f8c09270cdd66ae7121699",36,0,6.8738758348895e-05,0.000311596641666421,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","OM43_clade",""
"1110","d9f552868773f4082f968143164bf56f$Unassigned",0,36,6.8738758348895e-05,6.23833112165833e-05,"Unassigned","","","","","",""
"1111","D_3__Rhodobacterales_D_4__Rhodobacteraceae$c365c44e241672050fb7a5f64f517804",0,36,6.8738758348895e-05,5.75845949691539e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"1112","D_3__Cytophagales_D_4__Cytophagaceae$1e2aaf2a76c39de4f1534161de67b619",0,36,6.8738758348895e-05,2.23940091546709e-06,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga",""
"1113","0af954a51389a3d5f67a93410f77e682$Unassigned",0,36,6.8738758348895e-05,NA,"Unassigned","","","","","",""
"1114","1c7641dab542dcc75816e3b710a43dce$Unassigned",0,36,6.8738758348895e-05,NA,"Unassigned","","","","","",""
"1115","323fb7f26e46f396274a56e6636034eb$Unassigned",0,36,6.8738758348895e-05,NA,"Unassigned","","","","","",""
"1116","D_3__Nostocales_D_4__Microcystaceae$341e4efcfaa9c7425820fbf04877f769",0,36,6.8738758348895e-05,NA,"Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Microcystaceae","Chalicogloea_CCALA_975",""
"1117","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$3a2caa572b5ae420fef1ede1eacc109c",0,36,6.8738758348895e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Inhella",""
"1118","D_3__Myxococcales_D_4__P3OB-42$4e9641429d17b8f3c8278ef06c71d473",0,36,6.8738758348895e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","",""
"1119","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$64d1dc3f205bf37a0de241de3ddffd69",0,36,6.8738758348895e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"1120","D_3__Rickettsiales_D_4__SM2D12$6a68276511623bd1bc12ee1af8d6f047",0,36,6.8738758348895e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"1121","D_3__Caulobacterales_D_4__Parvularculaceae$8a9a5465f80b0e1efd4361472bf3f2bc",0,36,6.8738758348895e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","Amphiplicatus",""
"1122","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$bb47b97a1f61a14717771b7c721d64e2",0,36,6.8738758348895e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"1123","bcc66bd05ff8a93c93de5affe6a5d726$Unassigned",0,36,6.8738758348895e-05,NA,"Unassigned","","","","","",""
"1124","D_3__Candidatus_Gottesmanbacteria_D_4__uncultured_bacterium$c3f1079c2b703c8fd666ab976b7af790",0,36,6.8738758348895e-05,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus_Gottesmanbacteria","","",""
"1125","da5ccf4de84e43a2041b1139b1b1c3e1$Unassigned",0,36,6.8738758348895e-05,NA,"Unassigned","","","","","",""
"1126","D_3__Planctomycetales_D_4__Rubinisphaeraceae$e6bd3dd65ea06e351942ffe7f9e672e0",0,36,6.8738758348895e-05,NA,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Rubinisphaeraceae","SH-PL14",""
"1127","D_3__Cellvibrionales_D_4__Halieaceae$4e22c13129c4ca2fce51d45c88288f5f",0,35,6.68293483947591e-05,0.00192492504405222,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade",""
"1128","0196f4a812cae896644df17f611eaf6d$Unassigned",0,35,6.68293483947591e-05,NA,"Unassigned","","","","","",""
"1129","D_3__Xanthomonadales_D_4__Xanthomonadaceae$060bcad3bfd2216abecfac35db843819",0,35,6.68293483947591e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",""
"1130","D_3__Nitrospirales_D_4__Nitrospiraceae$0a555271640e15b67b5958a08d92f220",0,35,6.68293483947591e-05,NA,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",""
"1131","0f97da9b3fe23cbf3af30626667c0805$Unassigned",0,35,6.68293483947591e-05,NA,"Unassigned","","","","","",""
"1132","D_3__Blastocatellales_D_4__Blastocatellaceae$18379ecf7b56776703fd86b98b192637",0,35,6.68293483947591e-05,NA,"Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Blastocatella",""
"1133","D_3__Caulobacterales_D_4__Hyphomonadaceae$1de3d82630f557fa24e47214d201cf7d",0,35,6.68293483947591e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02",""
"1134","D_3__Paracaedibacterales_D_4__Paracaedibacteraceae$2711497944453a6447c9c675b338a7ca",0,35,6.68293483947591e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus_Paracaedibacter",""
"1135","D_3__SAR324_clade(Marine_group_B)$5bdbccc7376dc0082ee6531d20a6c9a6",35,0,6.68293483947591e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)","","",""
"1136","D_3__Rhizobiales_D_4__Rhizobiales_Incertae_Sedis$7739fd31ad4266578366d939ca40e58d",0,35,6.68293483947591e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","",""
"1137","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$7f02cb1f2ee57c176364beace41a7cad",0,35,6.68293483947591e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Inhella",""
"1138","D_3__11-24_D_4__uncultured_bacterium$8a701faa83b5320788d104a35e918272",0,35,6.68293483947591e-05,NA,"Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","24-Nov","","",""
"1139","a35a5c6da4cef39fc028c0d2561d944c$Unassigned",0,35,6.68293483947591e-05,NA,"Unassigned","","","","","",""
"1140","e7be0546de8d49794ff8586815b23a5f$Unassigned",0,35,6.68293483947591e-05,NA,"Unassigned","","","","","",""
"1141","D_3__Betaproteobacteriales_D_4__Hydrogenophilaceae$eec21afe5a6dfa88d3bd832fd764aee9",0,35,6.68293483947591e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Hydrogenophilaceae","",""
"1142","D_3__Rickettsiales_D_4__SM2D12$f38b18cd762d749ebebfa77046884742",0,35,6.68293483947591e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"1143","D_3__uncultured_bacterium_D_4__uncultured_bacterium$ff48e3bebac4a3f85f31153396521a3a",0,35,6.68293483947591e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"1144","ddc47ace3935a3196f1c83e29b916812$Unassigned",34,0,6.49199384406231e-05,0.00353601404552254,"Unassigned","","","","","",""
"1145","D_3__Propionibacteriales_D_4__Propionibacteriaceae$d249b08cbd71284b3b379ef08c8745c7",0,34,6.49199384406231e-05,0.0001973871949776,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","",""
"1146","D_3__Chitinophagales_D_4__Chitinophagaceae$07971091ac232a26d8ec7a5f52807a2d",0,34,6.49199384406231e-05,2.55931533196239e-06,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",""
"1147","D_3__Obscuribacterales$a3848d93d1919c0161589fbebdc14976",0,34,6.49199384406231e-05,2.55931533196239e-06,"Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales","","",""
"1148","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$87b3ea6c5dbf4bab3e7835cba1bb6d9b",34,0,6.49199384406231e-05,1.2796576659812e-06,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade",""
"1149","D_3__Fibrobacterales_D_4__Fibrobacteraceae$0514047a54d34c3bf71ffd1517cb4b9c",0,34,6.49199384406231e-05,NA,"Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","",""
"1150","D_3__Rhizobiales_D_4__Methyloligellaceae$095334a43cf89cda77b80bbc7ad20bcc",0,34,6.49199384406231e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","",""
"1151","0d579295ffb7cfe2c9567d4a8515a5b3$Unassigned",0,34,6.49199384406231e-05,NA,"Unassigned","","","","","",""
"1152","0f7ea31ab7b7abebae7637b9169cd5fe$Unassigned",0,34,6.49199384406231e-05,NA,"Unassigned","","","","","",""
"1153","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$16becda4c19a3fc2c46338d22bbb8143",0,34,6.49199384406231e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"1154","17d7c4dcd3c6b8bd129188181b55a7e7$Unassigned",0,34,6.49199384406231e-05,NA,"Unassigned","","","","","",""
"1155","D_3__NRL2$386f3360ff1fa1b032182ccc387ec825",0,34,6.49199384406231e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","NRL2","","",""
"1156","52ab556dee545df1e4ed8be30f876ab3$Unassigned",0,34,6.49199384406231e-05,NA,"Unassigned","","","","","",""
"1157","D_3__Cytophagales_D_4__Microscillaceae$598b09436fe39ad574db6c57cd8f5380",0,34,6.49199384406231e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","",""
"1158","D_3__NRL2$6f1cb955f4de3d04f446a04690c8d699",0,34,6.49199384406231e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","NRL2","","",""
"1159","D_3__Obscuribacterales_D_4__uncultured_bacterium$748fa1fb1add8e3f15a151d690726a79",0,34,6.49199384406231e-05,NA,"Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales","","",""
"1160","788d0c2406b1f262876a32b66e200c1c$Unassigned",0,34,6.49199384406231e-05,NA,"Unassigned","","","","","",""
"1161","D_3__Sphingobacteriales_D_4__AKYH767$798b0bef14a44e7e01bd4717ac1fc933",0,34,6.49199384406231e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","",""
"1162","D_3__NB1-j_D_4__uncultured_bacterium$7b8eb1ee1c43384e717318507be3231c",0,34,6.49199384406231e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","","",""
"1163","7eff7ca5056cd5b843755d1cc420498f$Unassigned",0,34,6.49199384406231e-05,NA,"Unassigned","","","","","",""
"1164","8556fc8566c5084526f2c1b953b34e2b$Unassigned",0,34,6.49199384406231e-05,NA,"Unassigned","","","","","",""
"1165","D_3__Rickettsiales_D_4__SM2D12$9c94233b235d1ed32bafb4020dca8f6a",0,34,6.49199384406231e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"1166","a7d936a48347f1992507d33c41b7c12d$Unassigned",0,34,6.49199384406231e-05,NA,"Unassigned","","","","","",""
"1167","D_3__Nitrospirales_D_4__Nitrospiraceae$b9af7067b43386c09816ee3c540a1d0f",0,34,6.49199384406231e-05,NA,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",""
"1168","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$f1095c097847f9ff01e375962ff606ee",34,0,6.49199384406231e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",""
"1169","D_3__Desulfobacterales_D_4__Desulfobulbaceae$f75e70be3ff0155c823d137e2ba8534a",0,34,6.49199384406231e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","",""
"1170","D_3__Rhodobacterales_D_4__Rhodobacteraceae$789b7154821a227e5aa1c6f861d1e93a",0,33,6.30105284864871e-05,0.0176816697996952,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"1171","D_3__Oceanospirillales_D_4__Oleiphilaceae$2f7fe6bb261bdfc42d1db79bb7334758",24,9,6.30105284864871e-05,5.11863066392479e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oleiphilaceae","Oleiphilus",""
"1172","D_3__Corynebacteriales_D_4__Mycobacteriaceae$32945b5fcf29e2fd9177910d33f027f9",0,33,6.30105284864871e-05,4.15888741443889e-05,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",""
"1173","0c4e3e9ec3c00fb5ba5359b02ea34d81$Unassigned",0,33,6.30105284864871e-05,NA,"Unassigned","","","","","",""
"1174","109f6da7536ff0619913e9ff72687e1d$Unassigned",0,33,6.30105284864871e-05,NA,"Unassigned","","","","","",""
"1175","D_3__Obscuribacterales$11b1cf7e92a14ebb141ec73a4fad2a4f",33,0,6.30105284864871e-05,NA,"Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales","","",""
"1176","13f332d00d0580b7df9b55044ae29c6f$Unassigned",0,33,6.30105284864871e-05,NA,"Unassigned","","","","","",""
"1177","$147be1e55d090e804a8c565cec6c165b",0,33,6.30105284864871e-05,NA,"Bacteria","Acidobacteria","Subgroup_6","","","",""
"1178","1aa89ee86204ff9859bb50defaaafa67$Unassigned",0,33,6.30105284864871e-05,NA,"Unassigned","","","","","",""
"1179","D_3__Verrucomicrobiales_D_4__Verrucomicrobiaceae$27d24a2096fb941f5026c13c2800e781",0,33,6.30105284864871e-05,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",""
"1180","D_3__Rhizobiales_D_4__Hyphomicrobiaceae$37c08f4b41aac26bb1042d60e837cf65",0,33,6.30105284864871e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",""
"1181","408420ba4419ef3a4b362d06a2bb688c$Unassigned",0,33,6.30105284864871e-05,NA,"Unassigned","","","","","",""
"1182","D_3__Oligoflexales_D_4__0319-6G20$455cb6b4f36d5eae1c4de664a34a52b9",0,33,6.30105284864871e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"1183","D_3__Legionellales_D_4__Legionellaceae$48efe8e1d5ad349d03adbe5dcd796a4b",0,33,6.30105284864871e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",""
"1184","4f9780104b7d5eb48822993e4f8cb54b$Unassigned",0,33,6.30105284864871e-05,NA,"Unassigned","","","","","",""
"1185","5df3d8bd454850c5fd5992f8cbab396c$Unassigned",0,33,6.30105284864871e-05,NA,"Unassigned","","","","","",""
"1186","D_3__Flavobacteriales_D_4__Flavobacteriaceae$621ba63e708c625aa282cdeaecd723b8",33,0,6.30105284864871e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",""
