#OTUID	Kingdom	Supergroup	Phylum	Class	Subclass	Order	Suborder	Family	Genus	Species
ae128825e2a254c0e6e60440be0d60c5	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X			
73447270516e4c6c9089dd7227df6d81	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochophyceae_XX	Dictyochophyceae_XXX	Dictyochophyceae_XXXX	Dictyochophyceae_XXXXX	Dictyochophyceae_XXXXX
4e268ddf24ec1fa04c1dd692269886e3	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Pyrenomonadales	Pyrenomonadales_X	Pyrenomonadales_XX	Pyrenomonadales_XXX	Pyrenomonadales_XXX
05295a623bd93c89172bac548f81dd0d	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochophyceae_XX	Dictyochophyceae_XXX	Dictyochophyceae_XXXX	Dictyochophyceae_XXXXX	Dictyochophyceae_XXXXX
9a006ffb0fd2db6f518185d6ca770e96	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosirales_X			
b42587c4235fcd2509ee46ae5e96482b	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X					
b93769465a31e0b07172d735f3cfb75a	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae					
8805982a8fd5b49a9374b233259d6614	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae					
e30e925bba5c1213fd642219f7195146	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Pyrenomonadales	Pyrenomonadales_X			
fef42a3804ad156ee914c38473802bf2	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta						
9f96d461e5016b352947477c1e4b5fdb	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae	Bacillariophyceae_X	Bacillariophyceae_XX	Bacillariophyceae_XXX	Bacillariophyceae_XXXX	Bacillariophyceae_XXXX
5b327a7c9d4e86208854efdac5c5e904	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae	Bacillariophyceae_X	Bacillariophyceae_XX	Bacillariophyceae_XXX	Bacillariophyceae_XXXX	Bacillariophyceae_XXXX
e6b1fb29ff6ab2a176ec3c4c4291af6e	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae	Bacillariophyceae_X	Bacillariophyceae_XX	Bacillariophyceae_XXX	Bacillariophyceae_XXXX	Bacillariophyceae_XXXX
a9a5714516b1b4a7b695b352c0f8d005	Eukaryota	Archaeplastida	Chlorophyta	Prasinophyceae	Prasinophyceae_X	Pyramimonadales	Pyramimonadales_X	Pyramimonadaceae	Pyramimonadaceae_X	Pyramimonadaceae_X
25fc71725ccdefad9eb31a493c41ad7f	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Cymatosirales	Cymatosirales_X	Cymatosiraceae	Cymatosiraceae_X	Cymatosiraceae_X
d4cde7c8aab977d63ff1f4896b8ec250	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae					
0421d6265cef7d012369a34b08c521d5	Eukaryota	Archaeplastida	Chlorophyta	Prasinophyceae	Prasinophyceae_X	Pyramimonadales	Pyramimonadales_X	Pyramimonadaceae	Pyramimonadaceae_X	Pyramimonadaceae_X
4997cfb8098ecb240a80d3fb04b939b4	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Pyrenomonadales	Pyrenomonadales_X	Pyrenomonadales_XX	Pyrenomonadales_XXX	Pyrenomonadales_XXX
920810b5d4941fb06277a031cc009b34	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales				
e626ce83a4ef6211f7c3a38a32174527	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochophyceae_XX	Dictyochophyceae_XXX	Dictyochophyceae_XXXX	Dictyochophyceae_XXXXX	Dictyochophyceae_XXXXX
ad3f9f7d7bab2d682468cb352991974e	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales				
af23f68e2a4f7c7125e08f4807b87bb4	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochophyceae_XX	Dictyochophyceae_XXX	Dictyochophyceae_XXXX	Dictyochophyceae_XXXXX	Dictyochophyceae_XXXXX
45857c728fe38e208e256fecaab106c0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae					
2706672a7d95549b276db69fb222214c	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae	Cymbellales	Cymbellales_X	Cymbellaceae		
a3e0e651c5b47ed373fbb26e4fe16fa0	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X			
7a4211e72b091cfc4aed3cfcabd73ea8	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X			
e9a7e85b7b2017576c46d9550e3aeb93	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta						
af3512e86eeeef7c71a0d0265b5cfb14	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales				
7feecdf794cf86899fa740ee7a86d0a0	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X			
de05c74f1a4741be8ed2874fe5013187	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellophyceae_X	Mamiellales	Mamiellales_X	Bathycoccaceae		
ecc9ab50c1e53ad9c8b3cf46c211cde8	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae					
bf8fa14a9e14b25075870e155112acd4	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales				
b2b8843694b92ef65714bfacdc593463	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae	Cymbellales	Cymbellales_X	Cymbellaceae		
8bd5f3b13310e519562ac945e593d046	Eukaryota	Archaeplastida								
653689c0090cd499534548cb2ac92fde	Eukaryota	Archaeplastida	Chlorophyta							
6f73a0104c73f914320af81ee7f4cfe5	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae					
ba1e4c3a8b2a4f6055a3ef8afbe6eb25	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochophyceae_XX	Dictyochophyceae_XXX	Dictyochophyceae_XXXX	Dictyochophyceae_XXXXX	Dictyochophyceae_XXXXX
96d05115b55b14bdaba6d9abdf277e5c	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X			
ad6b9c1c869d82b088e4e389d07cc023	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X			
78d07a90a11a39d424eb006cc69f6ed3	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae						
33b8707637d13b242b33aa6727506dc8	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae					
d1d617586d9d4213ec65a1bb3a1d527a	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X					
7e10d2767fcac1cebd50e4c0afb42a61	Unassigned									
88f6e433e66125716d2f27021bbdfe6a	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X					
2452d8574651d1741f591cce63d64c43	Eukaryota	Archaeplastida	Chlorophyta	Chlorodendrophyceae	Chlorodendrophyceae_X	Chlorodendrales	Chlorodendrales_X	Chlorodendraceae	Tetraselmis	Tetraselmis
a2e804ee2e3594a1778decd4dba11534	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X			
fc3e6dd3bb525cff410cd562877bcb06	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X	Chrysochromulinaceae	Chrysochromulinaceae_X	Chrysochromulinaceae_X
10158f75e32c860722f29ac536c5d579	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X					
58cfa22827f8e57bc959f64621e8cd2f	Unassigned									
23a6dc97fccc14c5f2c63e2d7e5842b7	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X			
1a3084b5ea6cbf31ab824f7a7f918b48	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosirales_X			
d1017a9bacb76c79a76a4daab04e133d	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X			
b51e5ce04be7c655cd96c0d76d3fd31b	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X			
52cf4f622c2381df5acde77f8b06f47a	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae					
c8bc9009c1754d4fdd0cac5d76afbdbd	Eukaryota	Archaeplastida	Chlorophyta	Prasinophyceae	Prasinophyceae_X	Pyramimonadales	Pyramimonadales_X	Pyramimonadaceae	Pyramimonadaceae_X	Pyramimonadaceae_X
ab80aa6a6d79a3d92be11de5131588b3	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellophyceae_X	Mamiellales	Mamiellales_X	Bathycoccaceae		
a39fd18027724ec5bf339e5c3d7d51aa	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlorophyceae_X	Chlamydomonadales	Chlamydomonadales_X			
f393678f30464a16dfd7543e0525937e	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X					
b2b9ad9f271e33f1bf752218d019a5fc	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae					
2ac38525aeb7bb0784224a8634086405	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae					
8ba693fe4475657cb8bb3524835d1062	Eukaryota	Archaeplastida	Chlorophyta	Prasinophyceae	Prasinophyceae_X	Pyramimonadales	Pyramimonadales_X	Pyramimonadaceae	Pyramimonadaceae_X	Pyramimonadaceae_X
4dd4082b489cc95e0d20e29675e8509a	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales				
b3f47ada15473d8e649aa3e37668e59d	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Cymatosirales	Cymatosirales_X	Cymatosiraceae	Cymatosiraceae_X	Cymatosiraceae_X
b8bd18527359d6673f7ec51cbc6896c9	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae					
4d808c61aeb02fe2ff84720227e943a6	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae					
c2d4fce4edcc73b2b54e1561be2dfafb	Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagophyceae_X					
d48a8bccffbeebfc20568125d41d0294	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae					
bb52a5a740007cbad5aac0a1fe6cd565	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X					
790bbecc418867048e6ff094f0aad1d5	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae						
91d8042749f85403e991f35f549ea4fe	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochophyceae_XX	Dictyochophyceae_XXX	Dictyochophyceae_XXXX	Dictyochophyceae_XXXXX	Dictyochophyceae_XXXXX
1e337073e903d3c72d8a73426c9686dd	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosirales_X			
9cf6c61a7512f85761311c6ca73974a0	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochophyceae_XX	Dictyochophyceae_XXX	Dictyochophyceae_XXXX	Dictyochophyceae_XXXXX	Dictyochophyceae_XXXXX
bbcd878da231c347158525b55b4a99d3	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae					
04a54c961bb235e7ec1b8ce88453832e	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochophyceae_XX	Dictyochophyceae_XXX	Dictyochophyceae_XXXX	Dictyochophyceae_XXXXX	Dictyochophyceae_XXXXX
6ff2b5e928b906c7e6c9160aa8a82c08	Eukaryota	Archaeplastida	Chlorophyta	Prasinophyceae	Prasinophyceae_X	Pyramimonadales	Pyramimonadales_X	Pyramimonadaceae	Pyramimonas	Pyramimonas
4fae655de4bb3164568a8d15753211a1	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlorophyceae_X					
3d250cac3999988581e79982fcdccd54	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X			
dbe31db4a6433ffb7bacbcb0d8408d4e	Eukaryota	Archaeplastida	Chlorophyta	Prasinophyceae	Prasinophyceae_X	Pyramimonadales	Pyramimonadales_X	Pyramimonadaceae	Pyramimonadaceae_X	Pyramimonadaceae_X
a747673f614170a78208246c62a15d2c	Eukaryota									
340ec2bee8b0be68ef6911d6d3d9a7f2	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae					
62f27fc97ea9fdd47efa64b9e37d2b60	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X	Chrysochromulinaceae	Chrysochromulinaceae_X	Chrysochromulinaceae_X
11f834db425bc90a16300e2f079b15a7	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae					
9ef1663ba6e8ac161cda68c2c22e7e57	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosirales_X	Melosiraceae		
627f3b3a798efdec1b43d271c6300c6b	Unassigned									
b3ca185772ec5e88c2cadee7b4c34cfd	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X					
a5d825eb3dcbf92d97714ef8429083a1	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae					
c4cfb0b7f611bdccd09de59ba9a695b0	Eukaryota	Archaeplastida	Chlorophyta	Ulvophyceae	Ulvophyceae_X	Oltmannsiellopsidales	Oltmannsiellopsidales_X	Oltmannsiellopsidaceae	Oltmannsiellopsis	Oltmannsiellopsis
2096b7c7fc1e9d6ecbdacfe8834e1873	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta						
5b22c4d828e1fa741fe3a2c7ebcc244e	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta						
cd3064e5ec6d1074b5febb9aeaac734a	Eukaryota	Archaeplastida	Chlorophyta	Prasinophyceae	Prasinophyceae_X	Pyramimonadales	Pyramimonadales_X	Pyramimonadaceae	Pyramimonadaceae_X	Pyramimonadaceae_X
c173397bbd6d627df9baa4418aad6e34	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellophyceae_X	Mamiellales	Mamiellales_X	Bathycoccaceae		
57329113e6a30613d269cbc1936b3675	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X					
c1e51fa01b04524a3b4562bd41773080	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae_X	Prasiolales	Prasiolales_X			
0ae10e17d61a8627d51a99e01465bdce	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X					
97b57286420c4afbbdc0cbc966f07e14	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosirales_X			
f92fc2d7704f12d8becbf2d4899f6f06	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Pyrenomonadales	Pyrenomonadales_X			
c1b3d347da3b1e81cf2382b587b7eb0d	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X	Chrysochromulinaceae	Chrysochromulinaceae_X	Chrysochromulinaceae_X
50248b2209dfdaa6f034669c3e6867b2	Eukaryota	Stramenopiles	Ochrophyta							
e753315b7be9afa0dc39c36815ed1b50	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X	Prymnesiales	Prymnesiales_X	Chrysochromulinaceae	Chrysochromulinaceae_X	Chrysochromulinaceae_X
32f1b340dd18f56c69f3ac4be3b19a9c	Eukaryota	Stramenopiles	Ochrophyta							
1619d7c75ef240aef42ab53522a3a103	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta						
ac16f0bffc7d7d656ae6e8f1c58f165c	Eukaryota									
e3a27e62c9f613652b033963b6dcf408	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae					
f8107049086bc5d4339d01ad48c16764	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae	Bacillariophyceae_X	Bacillariophyceae_XX	Bacillariophyceae_XXX	Bacillariophyceae_XXXX	Bacillariophyceae_XXXX
e8ddfb7bbf5f189aa1147aa5bf908a43	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae						
9772352d2701e793fab0e142142cac6a	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X					
48e302603caa0e1294a61c173ad4684a	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Pyrenomonadales	Pyrenomonadales_X			
581b5de83d8bd9cd597b40c6f89c9c83	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosirales_X			
5c279554584d314b39b8e0bccf615b79	Eukaryota	Hacrobia	Rappemonad	Rappemonad_X	Rappemonad_XX	Rappemonad_XXX	Rappemonad_XXXX	Rappemonad_XXXXX	Rappemonad_XXXXXX	Rappemonad
8ed96db8bdc7ac16cdf12d6c14aa0f7a	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae						
6ddcd71ddc5a0880102bba6fe6bbecb8	Eukaryota	Stramenopiles	Ochrophyta							
885b27839b62b00f31fd09e99079972d	Unassigned									
52e76e2733f7b696202b560aa865d245	Eukaryota	Stramenopiles	Ochrophyta							
fe91dbc62dea26a60206204568ed2128	Eukaryota	Archaeplastida								
9a34ce0491c7186221662c1ddff1e15e	Eukaryota	Archaeplastida								
0788a03b3206a719ffc491628300dada	Eukaryota	Archaeplastida	Chlorophyta	Ulvophyceae	Ulvophyceae_X	Oltmannsiellopsidales	Oltmannsiellopsidales_X	Oltmannsiellopsidaceae	Oltmannsiellopsis	Oltmannsiellopsis
d675927595c6ffdd33c0c40809a73593	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae					
594d2769cca5613a1d4ddb6071a8ad94	Eukaryota	Stramenopiles	Ochrophyta							
84797c6e066fc2f8afb4e4eb80c94f88	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellophyceae_X	Mamiellales	Mamiellales_X	Mamiellaceae		
78a645f241863d91c072919f0fc61265	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophycidae_X					
d7c6765832fa5ba9fabdd98237ee26de	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae						
72bafe306d92f2bbcd0887700eeb9053	Unassigned									
21973444f97e6c36be186d3edf4e4f1e	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales				
d6a954cdd3b844b02163b286e22ca7e3	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Pyrenomonadales	Pyrenomonadales_X	Pyrenomonadales_XX	Pyrenomonadales_XXX	Pyrenomonadales_XXX
9c51c25899240d00ac52cead2aefe367	Eukaryota	Stramenopiles	Ochrophyta							
