asv,KOSMOS-D1-M1BS,KOSMOS-D1-MPBS,KOSMOS-D15-DW2,KOSMOS-D15-M1AS,KOSMOS-D15-MPAS,KOSMOS-D24-M1A,KOSMOS-D24-MPAS,KOSMOS-D3-control1,KOSMOS-D3-control2,KOSMOS-D32-M1AS,KOSMOS-D32-MPAS,KOSMOS-D36-M1AS,KOSMOS-D36-MPAS,KOSMOS-D42-M1AS,KOSMOS-D42-MPAS,KOSMOS-D48-M1AS,KOSMOS-D48-MPAS,KOSMOS-D8-DW1,KOSMOS-D8-DW2,KOSMOS-D8-M1AS,KOSMOS-D8-MPAS,taxonomy
a87b8d73c992d61960e160ec1b9ed261,0,0,2776,123,18,40,2063,0,0,438,575,288,565,35,760,0,42,0,0,86,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
5dd28e1253d3111f59844bae2830ac3e,370,370,0,506,221,140,236,0,0,106,88,393,590,690,544,38,261,8,9,2937,278,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured;D_6__uncultured bacterium
6bd9d5deb2014adf55d559bf8cbca7dc,272,365,115,429,151,2632,470,23,25,223,487,145,236,33,327,749,140,65,21,35,839,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__uncultured
36522fe19dce1958c687ffe1938c78b1,774,1018,0,257,352,0,168,0,0,0,32,0,364,0,212,0,76,32,10,3926,488,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured
b72553aee1c38b784807621995124694,1180,793,42,229,1332,439,474,197,6,159,546,51,602,16,262,16,233,146,0,34,936,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Actinomarinales;D_4__Actinomarinaceae;D_5__Candidatus Actinomarina;D_6__uncultured bacterium
0d3c121c46073e92f589c813dec2e2f7,83,107,381,79,234,27,208,0,0,0,1669,0,351,0,1249,0,1249,1241,19,35,655,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
22d75d32a62a56887fedba2d7332c037,36,14,0,126,89,2130,34,0,0,1068,110,1135,89,985,398,901,129,0,0,103,15,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae
b8c8305231a3ef671d95072c180fdf97,0,0,0,313,75,789,261,0,6,1782,376,1100,241,394,840,876,267,0,0,18,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae
4036d7d073679e836ef1fe245f32446f,0,0,0,0,0,0,0,7160,20,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Pelomonas;D_6__uncultured bacterium
968245fdb3c5ee3a17099269457e5cd4,0,0,0,28,8,0,0,5131,1412,0,9,0,0,0,0,12,13,122,15,88,235,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Herbaspirillum
5a1835cd9ff41a02570aff164c19c7a8,0,0,0,0,0,12,5177,0,0,0,1747,0,0,100,24,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Rhodobacter
5fa6b2085b9841c2013c9e6a2f68f9b4,0,0,21,256,58,786,3749,76,36,694,751,117,39,23,97,80,42,41,17,0,43,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Acinetobacter;D_6__uncultured bacterium
d9a152876ab4cd967249ac1d3c021d0c,499,491,121,72,516,58,973,602,70,30,305,0,291,7,652,76,967,49,27,127,940,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Winogradskyella
6f9af960c0ba3389927d3db7ce6b03bd,553,373,30,749,289,1322,243,0,0,523,210,578,229,441,180,191,305,51,0,159,345,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade
96ac251abe7f4f28b168680036dc43e4,106,167,2457,997,190,903,598,0,0,241,46,70,44,37,25,351,36,70,0,0,361,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium
2cef76032972ecfe6ec7a0d9360fc6b7,9,8,485,33,9,2,20,211,26,708,25,643,21,149,9,594,24,308,3311,0,56,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidetes VC2.1 Bac22;D_4__uncultured alpha proteobacterium;D_5__uncultured alpha proteobacterium;D_6__uncultured alpha proteobacterium
e991b2d81b5dc27ff1d13867129a6454,225,338,0,275,705,131,383,282,94,51,1105,0,850,18,533,22,634,230,25,40,671,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Roseibacillus
f95b8514cb06df776c13f10d2022759d,84,134,229,121,67,0,12,0,15,12,243,0,78,0,96,0,152,4120,61,35,1148,D_0__Bacteria;D_1__Nitrospinae;D_2__Nitrospinia;D_3__Nitrospinales;D_4__Nitrospinaceae;D_5__Nitrospina;D_6__uncultured marine bacterium
b36b27a154d85cc300f0a1309e9534d5,518,439,29,303,396,504,496,0,6,509,442,390,211,273,197,453,272,509,0,172,470,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II
f457235b5c205ba3bfc6a10ce27f6042,37,31,0,0,11,0,522,0,0,0,193,0,110,0,739,0,329,0,0,4557,37,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS4 marine group
294623f4e6ee53596c16f77f2b995b2f,0,0,0,0,0,0,0,0,6545,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Parvularculaceae;D_5__Amphiplicatus;D_6__uncultured bacterium
69dfae1be25dc470c35ca5d85dd53f94,371,424,0,388,298,625,372,0,4,407,94,939,330,576,687,214,153,21,4,196,360,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group
da4cb3a14b4cfc34e0e97724839f0bb3,587,436,88,246,706,346,544,0,0,67,670,12,499,0,366,0,370,689,38,77,717,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__uncultured
34538ec193c0d16e24a471285d720f05,0,0,54,0,12,5,4091,0,0,9,1866,0,72,34,151,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium
22c488fb052c9e837e1ad53b31cc4c5f,719,480,42,166,539,24,659,25,0,0,747,0,309,0,660,0,1436,23,0,35,394,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group
42037215dd97865bd8d857b6a2d97dc8,476,407,0,97,269,805,319,0,0,706,447,168,134,192,103,42,176,0,0,1708,199,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS7 marine group
76629fe6124e30ea71d065c8ffdc1494,883,585,81,121,624,198,468,82,0,0,490,0,206,0,209,0,360,912,0,0,1008,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia
aad79f2610d20d9f1cf61038dd343726,338,372,0,36,1984,0,105,10,0,0,75,0,1574,0,422,0,547,43,0,218,500,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Fluviicola
5e7ca03cd4b3c77b4a228d08006aa8ab,0,0,0,61,31,0,42,49,0,0,46,0,0,0,0,0,16,5794,172,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Saccharospirillaceae;D_5__Oleispira
53d820cf8a52ed610c6d004a2d4817b2,0,0,556,236,55,0,66,0,0,559,61,328,21,144,68,2486,28,197,1262,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
4e22c13129c4ca2fce51d45c88288f5f,320,311,0,324,581,933,483,0,35,278,400,246,444,99,411,134,389,0,0,261,403,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae;D_5__OM60(NOR5) clade
ba9401097ffe3f8b33bcff3fb324537d,32,100,628,513,96,23,128,202,35,392,124,352,46,71,44,31,83,1084,1914,67,71,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
d702f8824185524798e6fd644b0743a4,61,191,90,57,309,27,21,533,38,33,88,25,57,0,254,0,145,1431,0,25,2577,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Prochlorococcus MIT9313
7922de249e191a4787ccf1b87f1c5598,0,0,5676,59,0,0,0,0,0,29,0,0,0,16,0,0,0,38,76,62,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
bed83ae325ff851eebe97580f3f6489e,239,139,32,602,148,1537,132,0,0,296,148,672,224,781,174,225,294,0,0,109,154,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade
380e00c956b387490d0d22cf7e654f7a,20,49,0,857,28,1108,0,0,0,548,11,465,0,1046,0,1569,5,0,0,179,12,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Nitrosococcales;D_4__Methylophagaceae;D_5__uncultured
40dd03bfadc6647c1d86abfa7a0494b5,274,42,100,243,64,137,90,3933,27,141,18,83,34,30,59,88,0,55,11,121,338,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;D_5__Brevundimonas;D_6__uncultured Brevundimonas sp.
aadbfa4b0e9c63ac92ca592fde1c054c,206,301,391,522,442,142,461,142,97,82,787,13,262,13,292,49,421,593,30,47,571,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__CL500-3;Ambiguous_taxa
e09a56fd2063b4e22396d74ecc319cd8,203,238,209,128,364,39,182,0,16,74,604,8,148,3,507,0,794,857,648,53,724,D_0__Bacteria;D_1__Bacteroidetes;D_2__Rhodothermia;D_3__Rhodothermales;D_4__Rhodothermaceae;D_5__uncultured
0d4d9eecd6186980b396dbfadc07892b,40,52,0,275,32,345,112,0,0,390,32,892,58,1953,46,561,13,12,0,915,45,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS5 marine group
a51561d95d7a240b83bc0d94cc628c48,404,333,1023,420,402,253,253,0,77,542,210,67,81,66,104,345,160,536,29,223,244,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__PeM15
057db92f77a9906591e6f823afdc74fc,1223,1426,81,39,1106,6,673,0,0,17,123,6,128,11,38,76,56,40,0,16,694,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Candidatus Aquiluna
f4459f0a831fbc15897d72ec3c84b42e,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,5668,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
1bfc658277bef73598ad821b03c3b0c8,377,220,26,156,488,87,670,0,0,25,84,22,327,62,662,240,382,16,10,1338,421,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__uncultured
440d0b23f698e16a796bc163105a77af,0,0,0,0,0,922,0,0,24,1914,2120,23,62,106,212,191,29,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Fluviicola
4794a74ee8cfef390132d947fd723fcf,304,365,26,79,235,341,105,18,79,359,97,262,56,94,25,2524,30,32,5,6,430,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__DEV007;D_5__uncultured Verrucomicrobia bacterium;D_6__uncultured Verrucomicrobia bacterium
4501351cc0ad924617eaabd3baea7477,0,0,224,165,24,138,4457,0,0,65,52,109,19,27,64,10,17,0,0,93,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__uncultured
aa128d80613e1dbe386fe51ab0810bd9,1363,846,20,121,646,92,231,0,0,11,112,0,252,0,256,4,291,39,0,259,896,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS4 marine group
413836610f329c5e0cb1bc80fbd460b3,60,111,24,204,196,124,391,709,5,0,976,0,311,0,545,0,1456,35,5,17,212,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Fluviicola
88c51da8bd1c1f083f365d8404831a4b,218,270,29,0,1221,0,73,0,0,0,95,0,1818,0,433,0,721,0,12,213,264,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Fluviicola
f23636152b1c8d7072185dd514649907,118,91,462,285,51,214,335,0,3,314,115,336,45,132,88,2400,113,53,7,4,183,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group;D_5__uncultured bacterium;D_6__uncultured bacterium
1e2dd57a202a14eeb749d0a50ed94630,0,0,3726,56,0,23,0,0,0,195,9,109,0,25,0,50,0,159,906,18,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
128836b13549428e8f9cf5b5983ba2e8,37,43,274,97,27,21,105,0,19,260,52,149,21,163,97,3728,38,52,22,31,22,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Roseovarius
e753ed196a7c30d566bb315375851dd5,398,391,106,320,391,187,173,107,28,129,682,35,230,49,412,14,313,631,106,79,421,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__UBA10353 marine group;D_4__uncultured gamma proteobacterium;D_5__uncultured gamma proteobacterium;D_6__uncultured gamma proteobacterium
7e6a9d305a468f98960341dff62ed4e6,0,0,55,857,63,398,1371,0,1332,184,801,18,17,0,11,0,0,0,0,11,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingobium
1a568d239096d63ef1a263661a72b3f5,0,0,0,406,0,0,0,0,0,21,0,0,0,0,0,0,0,4648,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Neptuniibacter
d894bc779580ad7a6755e7486f4e238e,809,559,0,141,638,118,347,0,0,0,447,37,224,0,240,0,236,492,0,74,685,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia
36b47c444496536add955d37f2ef3fe0,0,0,0,6,4,31,1822,0,0,189,2442,14,15,368,102,17,6,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae;D_5__Stappia
5d2a278d81b9a1c3a1475ebf0f983fe4,351,193,0,38,237,298,498,0,4,98,343,386,409,507,534,83,487,57,21,135,314,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae;D_5__OM60(NOR5) clade
0a9bb06130e5848be54db8c80006862c,0,0,49,335,0,0,0,0,0,23,0,19,0,0,0,0,0,4535,27,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Neptuniibacter
8e6b0b634afa67d98925a405d5c6ea45,594,647,66,19,993,15,469,0,15,0,196,0,977,0,267,0,164,35,0,31,493,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Microtrichaceae;D_5__Sva0996 marine group;D_6__uncultured bacterium
9cf9dbc29cfd9e79d8260a69543c4ebd,793,527,0,132,509,157,458,0,0,0,399,0,155,0,348,0,404,292,0,0,726,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia
2254682df5e48271de1302be391773d0,627,438,170,145,513,214,405,0,0,82,410,0,168,0,177,0,307,608,0,0,631,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I
8d9b0b5cec68197ac9ad8a1802f29fd6,432,291,76,142,127,76,216,16,102,29,96,24,0,41,24,2714,48,128,58,0,246,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Roseibacillus
3043d03bd8656e13196bdc5a2d4aef0d,325,120,35,359,199,12,632,0,0,0,52,13,151,81,1067,32,1010,13,5,636,105,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Parvibaculales;D_4__PS1 clade
2c7999f223a152e08873cd26598582ff,0,0,0,57,25,0,37,0,0,0,41,0,0,0,43,0,0,4530,108,0,5,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Saccharospirillaceae;D_5__Oleispira
9f6160962d0fc548fcaf04a6e2e1548a,0,34,0,49,0,87,57,0,0,48,0,840,56,3392,66,78,0,0,0,0,87,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group;Ambiguous_taxa;Ambiguous_taxa
9c4f1bddeef9f25d444242dcb63e6b25,111,28,0,37,0,4113,85,0,11,147,0,34,0,0,24,0,171,0,0,0,0,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Persicirhabdus
1e4a9866a81c3f403c2d510bd14ba5d5,0,0,0,0,0,8,0,0,0,1496,4,1871,0,903,0,444,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
daf35a770bc13b8d8670f5db3f63f3cc,170,113,0,102,176,369,69,0,0,733,42,1006,56,910,0,781,0,22,5,25,141,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade
4c68fd00fe098fb56ba48730225458ab,314,449,369,54,164,38,1116,0,42,67,279,59,102,13,399,533,344,68,21,0,236,Unassigned
6214a9c31713d97763917b01b62d3c2e,122,324,302,39,82,111,144,0,0,90,11,403,0,314,13,2484,12,26,22,11,132,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
f55bae9537e2c50b8ad2b9a5eb347e2b,32,0,0,0,0,0,0,2490,76,0,0,0,0,0,0,0,0,535,1494,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Saccharospirillaceae;D_5__uncultured
f2900a36591a636f8208f59ea894b81b,65,71,53,288,53,3714,0,97,36,69,0,28,0,8,0,6,0,55,0,32,45,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Fluviicola
05e9a9d9d7d60f7fb08ec1b671fd51e9,337,310,0,295,333,560,403,0,0,176,131,111,296,72,287,28,355,49,16,211,606,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae
e0a72fcbacef89e802959cfc22b91074,0,0,372,769,11,40,8,0,0,22,0,9,0,15,0,12,0,790,2507,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Porticoccaceae;D_5__Porticoccus
499e514e41b8058427559be6673d75d9,31,0,0,0,44,3262,144,0,0,165,45,71,57,0,560,0,137,0,0,0,0,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Persicirhabdus;Ambiguous_taxa
83d1083a5a0be30ff0ae1f3d53dfc08a,0,0,0,0,0,0,0,0,4448,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas;D_6__uncultured bacterium
280ea4f589b04e5929d6c66d0e0e0783,90,141,251,155,332,34,297,0,0,0,389,0,137,0,196,0,455,1339,31,0,595,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia
443f2724822d15767a4cc4f814bfb55e,569,376,0,274,410,903,386,0,0,123,196,116,236,0,92,123,256,44,0,19,317,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade
e136cb63ca70b1a49fc0c13d959beee6,0,0,49,361,0,356,5,0,0,1466,31,294,0,28,0,51,0,1793,0,5,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Neptuniibacter;D_6__uncultured bacterium
0377bd854b482edcd93733587cf06f3e,72,16,0,0,4,387,0,0,0,1050,81,1552,117,620,25,326,121,0,0,0,0,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Opitutales;D_4__Puniceicoccaceae;D_5__Lentimonas
582d8819844702401de8e8fbf6ae5c41,396,294,0,558,128,0,79,0,0,0,59,0,29,0,639,0,1867,0,0,202,88,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured
644e31b98b70267606bc60888ed1a663,0,0,0,265,151,8,103,3395,64,5,137,15,48,10,42,0,0,0,0,16,24,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas
6d81fa4b6f3ad070339977833651ab23,13,12,0,719,9,335,9,0,0,270,0,363,0,2117,0,302,0,0,0,120,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Nitrosococcales;D_4__Methylophagaceae;D_5__uncultured;D_6__uncultured bacterium
25c2006b63d1dc07b5b1a99a511fe698,116,61,0,251,95,498,230,0,0,270,121,409,342,432,366,357,315,37,0,263,82,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Porticoccaceae;D_5__SAR92 clade
a94dc965388092c7cea2bdf6f0a49ec9,0,0,2986,77,33,26,433,0,0,127,46,160,10,140,47,6,49,0,0,51,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Donghicola
f5c2b41fd2dbfe46432f3132d42976a8,909,344,0,0,580,0,552,0,0,0,439,0,472,0,222,0,301,0,0,22,294,D_0__Bacteria;D_1__Bacteroidetes;D_2__Rhodothermia;D_3__Balneolales;D_4__Balneolaceae;D_5__Balneola
a160e82b275fa5d85efb76525c1343cf,232,180,0,111,162,196,158,0,0,72,158,187,163,640,69,1457,131,0,4,27,171,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade;D_5__Candidatus Puniceispirillum;D_6__uncultured bacterium
28f3a441db812e242849d3e615716a78,9,10,2712,172,17,0,16,141,52,42,71,13,25,5,32,0,57,559,87,10,77,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group;D_5__uncultured bacterium;D_6__uncultured bacterium
45a92ef00fc39f16656069dc90534fab,0,0,0,2773,0,0,96,0,0,0,14,0,0,0,44,0,72,0,0,1104,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Parvibaculales;D_4__PS1 clade
f6c42c28e35251c2d964822b6513b591,46,65,4,28,247,19,600,0,3,1194,250,736,23,274,394,47,110,23,0,0,26,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Marinobacterium;Ambiguous_taxa
8c5c645f45d6adc6e6855edcca0f19c4,170,225,161,125,605,155,138,0,37,27,252,0,130,0,492,0,426,536,0,47,532,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS4 marine group
3e7648d5867a34bdb6da919f913872fa,319,135,0,0,700,0,357,0,0,0,337,0,337,0,507,0,869,30,0,67,367,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade
19228c29cc2c7907a6a6f0203a64adff,0,0,0,0,0,0,0,0,4002,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria;D_3__Caenarcaniphilales;D_4__uncultured Firmicutes bacterium;D_5__uncultured Firmicutes bacterium;D_6__uncultured Firmicutes bacterium
4e3b57449be7e85298be62ff4a1894a7,41,47,0,198,56,86,255,0,0,7,88,0,320,6,806,0,430,17,0,1537,56,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS5 marine group
1ab964cc3f147eb14d26c0ed58e238b9,32,38,735,204,114,9,154,453,0,180,216,67,10,25,450,277,250,394,316,0,25,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Pseudophaeobacter
32b8a31be3f1aeb80b002054b4c88806,194,187,213,167,658,309,137,453,20,128,66,98,101,61,86,38,227,292,128,74,285,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__uncultured
